Brand,Model,Interface,Form Factor,Capacities,Controller,Configuration,DRAM,HMB,NAND Brand,NAND Type,Layers,"R (Up to, in MB/s)","W (Up to, in MB/s)",Categories,Notes (*)
Fantom,VENOMX,x4 PCIe 4.0/NVMe,,2TB,Phison E21T,"Single R5, 4-ch, 4-CE/ch",No,Yes,Micron,QLC,176,5100,2600,Mid-Range NVMe,
HIKVision,C2000,x4 PCIe 3.0/NVMe,M.2,256GB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,3500,3000,Mid-Range NVMe,Heatsink
HIKVision,C2000,x4 PCIe 3.0/NVMe,M.2,512GB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,3500,3000,Mid-Range NVMe,Heatsink
HIKVision,C2000,x4 PCIe 3.0/NVMe,M.2,1TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,3500,3000,Mid-Range NVMe,Heatsink
HP,EX900,x4 PCIe 3.0/NVMe,M.2,120GB,SMI SM2263XT,"Dual-core, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,64,2100,1500,Entry-Level NVMe,
HP,EX900,x4 PCIe 3.0/NVMe,M.2,240GB,SMI SM2263XT,"Dual-core, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,64,2100,1500,Entry-Level NVMe,
HP,EX900,x4 PCIe 3.0/NVMe,M.2,480GB,SMI SM2263XT,"Dual-core, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,64,2100,1500,Entry-Level NVMe,
HP,EX900,x4 PCIe 3.0/NVMe,M.2,960GB,SMI SM2263XT,"Dual-core, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,64,2100,1500,Entry-Level NVMe,
HP,EX900,x4 PCIe 3.0/NVMe,M.2,1TB,SMI SM2263XT,"Dual-core, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,64,2100,1500,Entry-Level NVMe,
HP,EX900 Plus,x4 PCIe 3.0/NVMe,M.2,128GB,Innogrit IG5216,"Dual-core, 4x4",No,Yes,Micron,TLC,,3300,2700,Entry-Level NVMe,
HP,EX900 Plus,x4 PCIe 3.0/NVMe,M.2,256GB,Innogrit IG5216,"Dual-core, 4x4",No,Yes,Micron,TLC,,3300,2700,Entry-Level NVMe,
HP,EX900 Plus,x4 PCIe 3.0/NVMe,M.2,512GB,Innogrit IG5216,"Dual-core, 4x4",No,Yes,Micron,TLC,,3300,2700,Entry-Level NVMe,
HP,EX900 Plus,x4 PCIe 3.0/NVMe,M.2,1TB,Innogrit IG5216,"Dual-core, 4x4",No,Yes,Micron,TLC,,3300,2700,Entry-Level NVMe,
HP,EX900 Plus,x4 PCIe 3.0/NVMe,M.2,2TB,Innogrit IG5216,"Dual-core, 4x4",No,Yes,Micron,TLC,,3300,2700,Entry-Level NVMe,
HP,EX900 Pro,x4 PCIe 3.0/NVMe,M.2,256GB,SMI SM2263,"Dual-core, 4-ch, 4-CE/ch",Yes,N/A,Micron,TLC,,2095,1965,Entry-Level NVMe,
HP,EX900 Pro,x4 PCIe 3.0/NVMe,M.2,512GB,SMI SM2263,"Dual-core, 4-ch, 4-CE/ch",Yes,N/A,Micron,TLC,,2095,1965,Entry-Level NVMe,
HP,EX900 Pro,x4 PCIe 3.0/NVMe,M.2,1TB,SMI SM2263,"Dual-core, 4-ch, 4-CE/ch",Yes,N/A,Micron,TLC,,2095,1965,Entry-Level NVMe,
HP,EX920,x4 PCIe 3.0/NVMe,M.2,256GB,SMI SM2262,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,64,3200,1800,Mid-Range NVMe,
HP,EX920,x4 PCIe 3.0/NVMe,M.2,512GB,SMI SM2262,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,64,3200,1800,Mid-Range NVMe,
HP,EX920,x4 PCIe 3.0/NVMe,M.2,1TB,SMI SM2262,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,64,3200,1800,Mid-Range NVMe,
HP,EX950,x4 PCIe 3.0/NVMe,M.2,512GB,SMI SM2262EN,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,64,3500,2900,Mid-Range NVMe,
HP,EX950,x4 PCIe 3.0/NVMe,M.2,1TB,SMI SM2262EN,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,64,3500,2900,Mid-Range NVMe,
HP,EX950,x4 PCIe 3.0/NVMe,M.2,2TB,SMI SM2262EN,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,64,3500,2900,Mid-Range NVMe,
HP,FX700,x4 PCIe 4.0/NVMe,M.2,512GB,Maxio MAP1602,,No,Yes,YMTC,QLC,232,7200,6200,Mid-Range NVMe,
HP,FX700,x4 PCIe 4.0/NVMe,M.2,1TB,Maxio MAP1602,,No,Yes,YMTC,QLC,232,7200,6200,Mid-Range NVMe,
HP,FX700,x4 PCIe 4.0/NVMe,M.2,2TB,Maxio MAP1602,,No,Yes,YMTC,QLC,232,7200,6200,Mid-Range NVMe,
HP,FX700,x4 PCIe 4.0/NVMe,M.2,4TB,Maxio MAP1602,,No,Yes,YMTC,QLC,232,7200,6200,Mid-Range NVMe,
HP,FX900,x4 PCIe 4.0/NVMe,M.2,256GB,InnoGrit IG5220,"Tri-core R5, 4x8",No,Yes,Micron,TLC,176L,5000,4800,Mid-Range NVMe,
HP,FX900,x4 PCIe 4.0/NVMe,M.2,512GB,InnoGrit IG5220,"Tri-core R5, 4x8",No,Yes,Micron,TLC,176L,5000,4800,Mid-Range NVMe,
HP,FX900,x4 PCIe 4.0/NVMe,M.2,1TB,InnoGrit IG5220,"Tri-core R5, 4x8",No,Yes,Micron,TLC,176L,5000,4800,Mid-Range NVMe,
HP,FX900,x4 PCIe 4.0/NVMe,M.2,2TB,InnoGrit IG5220,"Tri-core R5, 4x8",No,Yes,Micron,TLC,176L,5000,4800,Mid-Range NVMe,
HP,FX900 Plus,x4 PCIe 4.0/NVMe,M.2,,Maxio MAP1602,Cortex-R5,No,Yes,YMTC,TLC,,7100,6300,,
HP,FX900 Pro,x4 PCIe 4.0/NVMe,M.2,512GB,InnoGrit IG5236,"Quad-core, 8-ch",Yes,N/A,Micron,TLC,176,7400,6700,High-End NVMe,
HP,FX900 Pro,x4 PCIe 4.0/NVMe,M.2,1TB,InnoGrit IG5236,"Quad-core, 8-ch",Yes,N/A,Micron,TLC,176,7400,6700,High-End NVMe,
HP,FX900 Pro,x4 PCIe 4.0/NVMe,M.2,2TB,InnoGrit IG5236,"Quad-core, 8-ch",Yes,N/A,Micron,TLC,176,7400,6700,High-End NVMe,
HP,FX900 Pro,x4 PCIe 4.0/NVMe,M.2,4TB,InnoGrit IG5236,"Quad-core, 8-ch",Yes,N/A,Micron,TLC,176,7400,6700,High-End NVMe,
HP,M700,SATA/AHCI,"2.5"" & M.2",120GB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Samsung,MLC,N/A,560,520,Entry-Level SATA,
HP,M700,SATA/AHCI,"2.5"" & M.2",240GB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Samsung,MLC,N/A,560,520,Entry-Level SATA,
HP,P500,USB 3.2 Gen 1x1,USB-C,120GB,SMI SM3350,N/A,No,N/A,Samsung,TLC,,380,200,Entry-Level SATA,
HP,P500,USB 3.2 Gen 1x1,USB-C,240GB,SMI SM3350,N/A,No,N/A,Samsung,TLC,,380,200,Entry-Level SATA,
HP,P500,USB 3.2 Gen 1x1,USB-C,480GB,SMI SM3350,N/A,No,N/A,Samsung,TLC,,380,200,Entry-Level SATA,
HP,P500,USB 3.2 Gen 1x1,USB-C,500GB,SMI SM3350,N/A,No,N/A,Samsung,TLC,,380,200,Entry-Level SATA,
HP,P600,USB 3.2 Gen 2x1,USB-C,250GB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,64,560,500,Entry-Level SATA,Portable
HP,P600,USB 3.2 Gen 2x1,USB-C,500GB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,64,560,500,Entry-Level SATA,Portable
HP,P600,USB 3.2 Gen 2x1,USB-C,1000GB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,64,560,500,Entry-Level SATA,Portable
HP,P600,USB 3.2 Gen 2x1,USB-C,1TB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,64,560,500,Entry-Level SATA,Portable
HP,P700,USB 3.2 Gen 2x1,USB-C,256GB,SMI SM2263,"Dual-core, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,64,1000,1000,Entry-Level NVMe,Portable
HP,P700,USB 3.2 Gen 2x1,USB-C,512GB,SMI SM2263,"Dual-core, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,64,1000,1000,Entry-Level NVMe,Portable
HP,P700,USB 3.2 Gen 2x1,USB-C,1TB,SMI SM2263,"Dual-core, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,64,1000,1000,Entry-Level NVMe,Portable
HP,P800,Thunderbolt 3,USB-C,256GB,SMI SM2263,"Dual-core, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,64,2400,1200,Entry-Level NVMe,Portable
HP,P800,Thunderbolt 3,USB-C,512GB,SMI SM2263,"Dual-core, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,64,2400,1200,Entry-Level NVMe,Portable
HP,P800,Thunderbolt 3,USB-C,1TB,SMI SM2263,"Dual-core, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,64,2400,1200,Entry-Level NVMe,Portable
HP,S600,SATA/AHCI,"2.5""",120GB,Marvell 88NV1120,"Dual-core, 2-ch, 4-CE/ch",No,N/A,Micron,TLC,64,520,500,Garbage,
HP,S600,SATA/AHCI,"2.5""",240GB,Marvell 88NV1120,"Dual-core, 2-ch, 4-CE/ch",No,N/A,Micron,TLC,64,520,500,Garbage,
HP,S650,SATA/AHCI,"2.5""",,,,,,,,,,,,
HP,S700,SATA/AHCI,"2.5"" & M.2",120GB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,32/64,560,515,Entry-Level SATA,Change: Samsung 64L
HP,S700,SATA/AHCI,"2.5"" & M.2",240GB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,32/64,560,515,Entry-Level SATA,Change: Samsung 64L
HP,S700,SATA/AHCI,"2.5"" & M.2",480GB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,32/64,560,515,Entry-Level SATA,Change: Samsung 64L
HP,S700,SATA/AHCI,"2.5"" & M.2",500GB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,32/64,560,515,Entry-Level SATA,Change: Samsung 64L
HP,S700 Pro,SATA/AHCI,"2.5"" & M.2 (512GB)",128GB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,32/64,570,525,Mid-Range SATA,"Change: Samsung 64L, MAS0901 (DL)"
HP,S700 Pro,SATA/AHCI,"2.5"" & M.2 (512GB)",256GB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,32/64,570,525,Mid-Range SATA,"Change: Samsung 64L, MAS0901 (DL)"
HP,S700 Pro,SATA/AHCI,"2.5"" & M.2 (512GB)",512GB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,32/64,570,525,Mid-Range SATA,"Change: Samsung 64L, MAS0901 (DL)"
HP,S700 Pro,SATA/AHCI,"2.5"" & M.2 (512GB)",1TB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,32/64,570,525,Mid-Range SATA,"Change: Samsung 64L, MAS0901 (DL)"
HP,S750,SATA/AHCI,"2.5""",256GB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,96,560,520,Entry-Level SATA,
HP,S750,SATA/AHCI,"2.5""",512GB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,96,560,520,Entry-Level SATA,
HP,S750,SATA/AHCI,"2.5""",1TB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,96,560,520,Entry-Level SATA,
Hynix,Beetle,USB 3.2 Gen 2x1,USB-C,512GB,Cepheus II,"Dual R5, 4x4",Yes,N/A,Hynix,TLC,128,1050,1000,,BC711
Hynix,Beetle,USB 3.2 Gen 2x1,USB-C,1TB,Cepheus II,"Dual R5, 4x4",Yes,N/A,Hynix,TLC,128,1050,1000,,BC711
Hynix,Gold P31,x4 PCIe 3.0/NVMe,M.2,500GB,Cepheus II,"Dual R5, 4x4",Yes,No,Hynix,TLC,128,3500,3200,Mid-Range NVMe,
Hynix,Gold P31,x4 PCIe 3.0/NVMe,M.2,1000GB,Cepheus II,"Dual R5, 4x4",Yes,No,Hynix,TLC,128,3500,3200,Mid-Range NVMe,
Hynix,Gold P31,x4 PCIe 3.0/NVMe,M.2,2000GB,Cepheus II,"Dual R5, 4x4",Yes,No,Hynix,TLC,128,3500,3200,Mid-Range NVMe,
Hynix,Gold P31,x4 PCIe 3.0/NVMe,M.2,2TB,Cepheus II,"Dual R5, 4x4",Yes,No,Hynix,TLC,128,3500,3200,Mid-Range NVMe,
Hynix,Gold S31,SATA/AHCI,"2.5""",250GB,Quartz/SH87830CC,"Dual-core, 8-ch, 4-CE/ch",Yes,N/A,Hynix,TLC,72,560,525,High-End SATA,512Gb TLC; Borderline Perf.
Hynix,Gold S31,SATA/AHCI,"2.5""",500GB,Quartz/SH87830CC,"Dual-core, 8-ch, 4-CE/ch",Yes,N/A,Hynix,TLC,72,560,525,High-End SATA,512Gb TLC; Borderline Perf.
Hynix,Gold S31,SATA/AHCI,"2.5""",1000GB,Quartz/SH87830CC,"Dual-core, 8-ch, 4-CE/ch",Yes,N/A,Hynix,TLC,72,560,525,High-End SATA,512Gb TLC; Borderline Perf.
Hynix,Gold S31,SATA/AHCI,"2.5""",1TB,Quartz/SH87830CC,"Dual-core, 8-ch, 4-CE/ch",Yes,N/A,Hynix,TLC,72,560,525,High-End SATA,512Gb TLC; Borderline Perf.
Hynix,Platinum P41,x4 PCIe 4.0/NVMe,M.2,500GB,Aries,"R8 + M7 + 2xR8, 8x4",Yes,No,Hynix,TLC,176,7000,6500,High-End NVMe,
Hynix,Platinum P41,x4 PCIe 4.0/NVMe,M.2,1000GB,Aries,"R8 + M7 + 2xR8, 8x4",Yes,No,Hynix,TLC,176,7000,6500,High-End NVMe,
Hynix,Platinum P41,x4 PCIe 4.0/NVMe,M.2,2000GB,Aries,"R8 + M7 + 2xR8, 8x4",Yes,No,Hynix,TLC,176,7000,6500,High-End NVMe,
Hynix,Platinum P41,x4 PCIe 4.0/NVMe,M.2,2TB,Aries,"R8 + M7 + 2xR8, 8x4",Yes,No,Hynix,TLC,176,7000,6500,High-End NVMe,
Hynix,Platinum P51,x4 PCIe 5.0/NVMe,M.2,500GB,Alistair,R8,Yes,N/A,Hynix,TLC,238,14700,13400,High-End NVMe,
Hynix,Platinum P51,x4 PCIe 5.0/NVMe,M.2,1000GB,Alistair,R8,Yes,N/A,Hynix,TLC,238,14700,13400,High-End NVMe,
Hynix,Platinum P51,x4 PCIe 5.0/NVMe,M.2,2000GB,Alistair,R8,Yes,N/A,Hynix,TLC,238,14700,13400,High-End NVMe,
Hynix,Platinum P51,x4 PCIe 5.0/NVMe,M.2,2TB,Alistair,R8,Yes,N/A,Hynix,TLC,238,14700,13400,High-End NVMe,
Hyundai,Sapphire,SATA/AHCI,"2.5""",120GB,Marvell 88NV1120,"Dual-core, 2-ch, 4-CE/ch",No,N/A,Micron,TLC,32,500,300,Entry-Level SATA,
Hyundai,Sapphire,SATA/AHCI,"2.5""",240GB,Marvell 88NV1120,"Dual-core, 2-ch, 4-CE/ch",No,N/A,Micron,TLC,32,500,300,Entry-Level SATA,
Hyundai,Sapphire,SATA/AHCI,"2.5""",480GB,Marvell 88NV1120,"Dual-core, 2-ch, 4-CE/ch",No,N/A,Micron,TLC,32,500,300,Entry-Level SATA,
I-O Data,SSPH-UT,USB 3.2 Gen 1x1,USB-A,250GB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,,,,350,300,Entry-Level SATA,Portable; Japan
I-O Data,SSPH-UT,USB 3.2 Gen 1x1,USB-A,500GB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,,,,350,300,Entry-Level SATA,Portable; Japan
I-O Data,SSPH-UT,USB 3.2 Gen 1x1,USB-A,1000GB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,,,,350,300,Entry-Level SATA,Portable; Japan
I-O Data,SSPH-UT,USB 3.2 Gen 1x1,USB-A,1TB,SMI SM2259XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,,,,350,300,Entry-Level SATA,Portable; Japan
Inland,Basic,x2 PCIe 3.0/NVMe,M.2,256GB,Phison E8T,"Dual-core, 4-ch, 8-CE/ch",No,Yes,Kioxia,TLC,64,1100,600,Entry-Level NVMe,
Inland,Gaming Perf. Plus,x4 PCIe 4.0/NVMe,M.2,1TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,176,7000,6850,High-End NVMe,6-year warranty
Inland,Gaming Perf. Plus,x4 PCIe 4.0/NVMe,M.2,2TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,176,7000,6850,High-End NVMe,6-year warranty
Inland,Gaming Perf. Plus,x4 PCIe 4.0/NVMe,M.2,4TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,176,7000,6850,High-End NVMe,6-year warranty
Inland,Gaming Perf. Plus,x4 PCIe 4.0/NVMe,M.2,8TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,176,7000,6850,High-End NVMe,6-year warranty
Inland,Performance,x4 PCIe 4.0/NVMe,M.2,1TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,96,5000,4300,Mid-Range NVMe,Heatsink
Inland,Performance,x4 PCIe 4.0/NVMe,M.2,2TB,Phison E16,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,96,5000,4300,Mid-Range NVMe,Heatsink
Inland,Performance Plus,x4 PCIe 4.0/NVMe,M.2,1TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,96,7000,6850,High-End NVMe,New revision: 176L Micron TLC
Inland,Performance Plus,x4 PCIe 4.0/NVMe,M.2,2TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,96,7000,6850,High-End NVMe,New revision: 176L Micron TLC
Inland,Performance Plus,x4 PCIe 4.0/NVMe,M.2,4TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,96,7000,6850,High-End NVMe,New revision: 176L Micron TLC
Inland,Performance Plus,x4 PCIe 4.0/NVMe,M.2,8TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,96,7000,6850,High-End NVMe,New revision: 176L Micron TLC
Inland,Platinum,x4 PCIe 3.0/NVMe,M.2,1TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Micron,QLC,96,3400,3000,Mid-Range NVMe,256MB of DRAM
Inland,Platinum,x4 PCIe 3.0/NVMe,M.2,2TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Micron,QLC,96,3400,3000,Mid-Range NVMe,256MB of DRAM
Inland,Platinum,x4 PCIe 3.0/NVMe,M.2,4TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Micron,QLC,96,3400,3000,Mid-Range NVMe,256MB of DRAM
Inland,Platinum,x4 PCIe 3.0/NVMe,M.2,8TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Micron,QLC,96,3400,3000,Mid-Range NVMe,256MB of DRAM
Inland,Platinum (External),USB 3.2 Gen 2x1,USB-C,500GB,Phison U17,"Single-core, 2-ch, 8-CE/ch",No,No,Micron,QLC,96,1100,1000,Entry-Level NVMe,Portable
Inland,Platinum (External),USB 3.2 Gen 2x1,USB-C,1000GB,Phison U17,"Single-core, 2-ch, 8-CE/ch",No,No,Micron,QLC,96,1100,1000,Entry-Level NVMe,Portable
Inland,Platinum (External),USB 3.2 Gen 2x1,USB-C,1TB,Phison U17,"Single-core, 2-ch, 8-CE/ch",No,No,Micron,QLC,96,1100,1000,Entry-Level NVMe,Portable
Inland,Premium (NVMe),x4 PCIe 3.0/NVMe,M.2,256GB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,3100,2900,Mid-Range NVMe,3-yr
Inland,Premium (NVMe),x4 PCIe 3.0/NVMe,M.2,512GB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,3100,2900,Mid-Range NVMe,3-yr
Inland,Premium (NVMe),x4 PCIe 3.0/NVMe,M.2,1TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,3100,2900,Mid-Range NVMe,3-yr
Inland,Premium (NVMe),x4 PCIe 3.0/NVMe,M.2,2TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,64,3100,2900,Mid-Range NVMe,3-yr
Inland,Prime,x4 PCIe 3.0/NVMe,M.2,1TB,Phison E15T,"Single-core R5 + CoX, 4-ch, 8-CE/ch",No,Yes,Micron,TLC,176,3300,3000,Mid-Range NVMe,6-year warranty
Inland,Pro QLC (NVMe),x4 PCIe 3.0/NVMe,M.2,1TB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,Kioxia,QLC,96,2000,1900,Entry-Level NVMe,2TB ideal
Inland,Pro QLC (NVMe),x4 PCIe 3.0/NVMe,M.2,2TB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,Kioxia,QLC,96,2000,1900,Entry-Level NVMe,2TB ideal
Inland,Premium (SATA),SATA/AHCI,"2.5""",256GB,,,,,,QLC,,510,470,Entry-Level SATA,DRAM-less likely
Inland,Premium (SATA),SATA/AHCI,"2.5""",512GB,,,,,,QLC,,510,470,Entry-Level SATA,DRAM-less likely
Inland,Premium (SATA),SATA/AHCI,"2.5""",1TB,,,,,,QLC,,510,470,Entry-Level SATA,DRAM-less likely
Inland,Pro. (NVMe),x2 PCIe 3.0/NVMe,M.2,128GB,Phison E8,"Dual-core, 4-ch, 8-CE/ch",Yes,No,Kioxia,TLC,64,1550,1000,Entry-Level NVMe,Switched to E13T + QLC
Inland,Pro. (NVMe),x2 PCIe 3.0/NVMe,M.2,256GB,Phison E8,"Dual-core, 4-ch, 8-CE/ch",Yes,No,Kioxia,TLC,64,1550,1000,Entry-Level NVMe,Switched to E13T + QLC
Inland,Pro. (NVMe),x2 PCIe 3.0/NVMe,M.2,512GB,Phison E8,"Dual-core, 4-ch, 8-CE/ch",Yes,No,Kioxia,TLC,64,1550,1000,Entry-Level NVMe,Switched to E13T + QLC
Inland,Pro. (NVMe),x2 PCIe 3.0/NVMe,M.2,1TB,Phison E8,"Dual-core, 4-ch, 8-CE/ch",Yes,No,Kioxia,TLC,64,1550,1000,Entry-Level NVMe,Switched to E13T + QLC
Inland,Pro. (SATA),SATA/AHCI,"2.5""",120GB,Phison S11,"Single-core, 2-ch, 8-CE/ch",No,N/A,Kioxia,TLC,64,500,470,Entry-Level SATA,Transition to QLC
Inland,Pro. (SATA),SATA/AHCI,"2.5""",240GB,Phison S11,"Single-core, 2-ch, 8-CE/ch",No,N/A,Kioxia,TLC,64,500,470,Entry-Level SATA,Transition to QLC
Inland,Pro. (SATA),SATA/AHCI,"2.5""",480GB,Phison S11,"Single-core, 2-ch, 8-CE/ch",No,N/A,Kioxia,TLC,64,500,470,Entry-Level SATA,Transition to QLC
Inland,Pro. (SATA),SATA/AHCI,"2.5""",960GB,Phison S11,"Single-core, 2-ch, 8-CE/ch",No,N/A,Kioxia,TLC,64,500,470,Entry-Level SATA,Transition to QLC
Inland,Pro. (SATA),SATA/AHCI,"2.5""",1TB,Phison S11,"Single-core, 2-ch, 8-CE/ch",No,N/A,Kioxia,TLC,64,500,470,Entry-Level SATA,Transition to QLC
Inland,TD510,x4 PCIe 5.0/NVMe,M.2,2TB,Phison E26,"Dual R5 + 3xCoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,232,10000,9500,High-End NVMe,
Inland,TD510,x4 PCIe 5.0/NVMe,M.2,4TB,Phison E26,"Dual R5 + 3xCoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,232,10000,9500,High-End NVMe,
Inland,TN325,x4 PCIe 3.0/NVMe,M.2,512GB,,,,,,,,2400,2100,,2242
Inland,TN325,x4 PCIe 3.0/NVMe,M.2,1TB,,,,,,,,2400,2100,,2242
Inland,TN325,x4 PCIe 3.0/NVMe,M.2,2TB,,,,,,,,2400,2100,,2242
Inland,TN436,x4 PCIe 4.0/NVMe,M.2,1TB,Phison E19T,"Single R5 + CoX, 4-ch, 8-CE/ch",No,Yes,Kioxia,TLC,112,3400,2400,Entry-Level NVMe,2230
Inland,TN446,x4 PCIe 4.0/NVMe,M.2,512GB,Phison E21T,"Single R5 + CoX, 4-ch, 8-CE/ch",No,Yes,,TLC,,4700,3700,Mid-Range NVMe,2230
Inland,TN446,x4 PCIe 4.0/NVMe,M.2,1TB,Phison E21T,"Single R5 + CoX, 4-ch, 8-CE/ch",No,Yes,,TLC,,4700,3700,Mid-Range NVMe,2230
Inland,TN450,x4 PCIe 4.0/NVMe,M.2,500GB,Phison E21T,"Single R5 + CoX, 4-ch, 8-CE/ch",No,Yes,,TLC,,5000,5000,Mid-Range NVMe,
Inland,TN450,x4 PCIe 4.0/NVMe,M.2,1000GB,Phison E21T,"Single R5 + CoX, 4-ch, 8-CE/ch",No,Yes,,TLC,,5000,5000,Mid-Range NVMe,
Inland,TN450,x4 PCIe 4.0/NVMe,M.2,2000GB,Phison E21T,"Single R5 + CoX, 4-ch, 8-CE/ch",No,Yes,,TLC,,5000,5000,Mid-Range NVMe,
Inland,TN450,x4 PCIe 4.0/NVMe,M.2,2TB,Phison E21T,"Single R5 + CoX, 4-ch, 8-CE/ch",No,Yes,,TLC,,5000,5000,Mid-Range NVMe,
Inland,TN470,x4 PCIe 4.0/NVMe,M.2,1TB,Phison E27T,"Single R5 + CoX, 4-CH, 4-CE/ch",No,Yes,Kioxia,TLC,162,7300,6400,,
Inland,TN470,x4 PCIe 4.0/NVMe,M.2,2TB,Phison E27T,"Single R5 + CoX, 4-CH, 4-CE/ch",No,Yes,Kioxia,TLC,162,7300,6400,,
Inland,QN322,x4 PCIe 3.0/NVMe,M.2,500GB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,Intel,QLC,96,2300,1800,Entry-Level NVMe,
Inland,QN322,x4 PCIe 3.0/NVMe,M.2,1000GB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,Intel,QLC,96,2300,1800,Entry-Level NVMe,
