Producer,CPU Name,Processor Number,Brand Modifier,"Intel® Core™ 
Gen",# of Cores,# of P-cores,# of E-cores,# of Threads,Max Turbo Frequency (GHz),Performance-core Base Frequency (GHz),Efficient-core Base Frequency (GHz),Processor Base Frequency (GHz),Cache (MB),"Processor Base Power (previously Thermal Design Power (TDP)) 
(W)",Max Memory Size (dependent on memory type) GB,Memory Types (MT/s),Max # of PCI Express Lanes,Supported Socket,Processor Graphics,Graphics Max Dynamic Frequency (GHz),Intel® Optane™ Memory Supported,Intel® Turbo Boost Technology 2.0,Intel® Turbo Boost Max Technology 3.0,Intel® vPro™ Platform Eligibility,"Max Resolution for HDMI,
 Max Resolution for DP, 
Max Resolution for (eDP - Integrated Flat Panel)",Price
Intel,Intel Celeron G1610 @ 2.60GHz,Celeron G1610,,,2,,,2,,,,2.6,,55,,,,FCLGA1155,,,,,,,,
Intel,Intel Celeron G1610T @ 2.30GHz,Celeron G1610T,,,2,,,2,,,,2.3,,35,,,,LGA1155,,,,,,,,
Intel,Intel Celeron G1620 @ 2.70GHz,Celeron G1620,,,2,,,2,,,,2.7,,55,,,,FCLGA1155,,,,,,,,
Intel,Intel Celeron G1620T @ 2.40GHz,Celeron G1620T,,,2,,,2,,,,2.4,,35,,,,LGA1155,,,,,,,,
Intel,Intel Celeron G1630 @ 2.80GHz,Celeron G1630,,,2,,,2,,,,2.8,,55,,,,FCLGA1155,,,,,,,,
Intel,Intel Celeron G1820 @ 2.70GHz,Celeron G1820,,,2,,,2,,,,2.7,,53,,,,FCLGA1150,,,,,,,,
Intel,Intel Celeron G1820T @ 2.40GHz,Celeron G1820T,,,2,,,2,,,,2.4,,35,,,,LGA1150,,,,,,,,
Intel,Intel Celeron G1820TE @ 2.20GHz,Celeron G1820TE,,,2,,,2,,,,2.2,,35,,,,LGA1150,,,,,,,,
Intel,Intel Celeron G1830 @ 2.80GHz,Celeron G1830,,,2,,,2,,,,2.8,,53,,,,LGA1150,,,,,,,,
Intel,Intel Celeron G1840 @ 2.80GHz,Celeron G1840,,,2,,,2,,,,2.8,,53,,,,FCLGA1150,,,,,,,,
Intel,Intel Celeron G1840T @ 2.50GHz,Celeron G1840T,,,2,,,2,,,,2.5,,35,,,,LGA1150,,,,,,,,
Intel,Intel Celeron G1850 @ 2.90GHz,Celeron G1850,,,2,,,2,,,,2.9,,54,,,,FCLGA1150,,,,,,,,
Intel,Intel Celeron G3900 @ 2.80GHz,Celeron G3900,,,2,,,2,,,,2.8,,51,,,,FCLGA1151,,,,,,,,
Intel,Intel Celeron G3900E @ 2.40GHz,Celeron G3900E,,,2,,,2,,,,2.4,,35,,,,FCBGA1440,,,,,,,,
Intel,Intel Celeron G3900T @ 2.60GHz,Celeron G3900T,,,2,,,2,,,,2.6,,35,,,,,,,,,,,,
Intel,Intel Celeron G3900TE @ 2.30GHz,Celeron G3900TE,,,2,,,2,,,,2.3,,35,,,,FCLGA1151,,,,,,,,
Intel,Intel Celeron G3920 @ 2.90GHz,Celeron G3920,,,2,,,2,,,,2.9,,51,,,,FCLGA1151,,,,,,,,
Intel,Intel Celeron G3930 @ 2.90GHz,Celeron G3930,,,2,,,2,,,,2.9,,51,,,,FCLGA1151,,,,,,,,
Intel,Intel Celeron G3930T @ 2.70GHz,Celeron G3930T,,,2,,,2,,,,2.7,,35,,,,FCLGA1151,,,,,,,,
Intel,Intel Celeron G3930TE @ 2.70GHz,Celeron G3930TE,,,2,,,2,,,,2.7,,35,,,,FCLGA1151,,,,,,,,
Intel,Intel Celeron G3950 @ 3.00GHz,Celeron G3950,,,2,,,2,,,,3.0,,51,,,,FCLGA1151,,,,,,,,
Intel,Intel Celeron G440 @ 1.60GHz,Celeron G440,,,1,,,1,,,,1.6,,35,,,,LGA1155,,,,,,,,
Intel,Intel Celeron G460 @ 1.80GHz,Celeron G460,,,1,,,2,,,,1.8,,35,,,,LGA1155,,,,,,,,
Intel,Intel Celeron G465 @ 1.90GHz,Celeron G465,,,1,,,2,,,,1.9,,35,,,,LGA1155,,,,,,,,
Intel,Intel Celeron G470 @ 2.00GHz,Celeron G470,,,1,,,2,,,,2.0,,35,,,,LGA1155,,,,,,,,
Intel,Intel Celeron G4900 @ 3.10GHz,Celeron G4900,,,2,,,2,,,,3.1,,54,,,,FCLGA1151-2,,,,,,,,
Intel,Intel Celeron G4900T @ 2.90GHz,Celeron G4900T,,,2,,,2,,,,2.9,,35,,,,FCLGA1151-2,,,,,,,,
Intel,Intel Celeron G4920 @ 3.20GHz,Celeron G4920,,,2,,,2,,,,3.2,,54,,,,FCLGA1151-2,,,,,,,,
Intel,Intel Celeron G4930 @ 3.20GHz,Celeron G4930,,,2,,,2,,,,3.2,,54,,,,FCLGA1151-2,,,,,,,,
Intel,Intel Celeron G4930T @ 3.00GHz,Celeron G4930T,,,2,,,2,,,,3.0,,35,,,,FCLGA1151,,,,,,,,
Intel,Intel Celeron G4950 @ 3.30GHz,Celeron G4950,,,2,,,2,,,,3.3,,54,,,,FCLGA1151,,,,,,,,
Intel,Intel Celeron G530 @ 2.40GHz,Celeron G530,,,2,,,2,,,,2.4,,65,,,,LGA1155,,,,,,,,
Intel,Intel Celeron G530T @ 2.00GHz,Celeron G530T,,,2,,,2,,,,2.0,,35,,,,LGA1155,,,,,,,,
Intel,Intel Celeron G540 @ 2.50GHz,Celeron G540,,,2,,,2,,,,2.5,,65,,,,LGA1155,,,,,,,,
Intel,Intel Celeron G540T @ 2.10GHz,Celeron G540T,,,2,,,2,,,,2.1,,35,,,,LGA1155,,,,,,,,
Intel,Intel Celeron G550 @ 2.60GHz,Celeron G550,,,2,,,2,,,,2.6,,65,,,,LGA1155,,,,,,,,
Intel,Intel Celeron G550T @ 2.20GHz,Celeron G550T,,,2,,,2,,,,2.2,,35,,,,LGA1155,,,,,,,,
Intel,Intel Celeron G555 @ 2.70GHz,Celeron G555,,,2,,,2,,,,2.7,,65,,,,LGA1155,,,,,,,,
Intel,Intel Celeron G5900 @ 3.40GHz,Celeron G5900,,,2,,,2,,,,3.4,,58,,,,FCLGA1200,,,,,,,,
Intel,Intel Celeron G5900E @ 3.20GHz,Celeron G5900E,,,2,,,2,,,,3.2,,58,,,,LGA 1200,,,,,,,,
Intel,Intel Celeron G5900T @ 3.20GHz,Celeron G5900T,,,2,,,2,,,,3.2,,35,,,,FCLGA1200,,,,,,,,
Intel,Intel Celeron G5905 @ 3.50GHz,Celeron G5905,,,2,,,2,,,,3.5,,58,,,,FCLGA1200,,,,,,,,
Intel,Intel Celeron G5905T @ 3.30GHz,Celeron G5905T,,,2,,,2,,,,3.3,,35,,,,FCLGA1200,,,,,,,,
Intel,Intel Celeron G5920 @ 3.50GHz,Celeron G5920,,,2,,,2,,,,3.5,,58,,,,FCLGA1200,,,,,,,,
Intel,Intel Celeron G5925 @ 3.60GHz,Celeron G5925,,,2,,,2,,,,3.6,,58,,,,FCLGA1200,,,,,,,,
Intel,Intel Celeron G6900,Celeron G6900,,,2,,,2,,,,3.4,,46,,,,LGA1700.BGA1700,,,,,,,,
Intel,Intel Celeron G6900E,Celeron G6900E,,,2,,,2,,,,3.0,,46,,,,FCLGA1700,,,,,,,,
Intel,Intel Celeron G6900T,Celeron G6900T,,,2,,,2,,,,2.8,,35,,,,FCLGA1700,,,,,,,,
Intel,Intel Celeron G6900TE,Celeron G6900TE,,,2,,,2,,,,2.4,,35,,,,FCLGA1700,,,,,,,,
Intel,Intel Celeron J1750 @ 2.41GHz,Celeron J1750,,,2,,,2,,,,2.4,,10,,,,FCBGA1170,,,,,,,,
Intel,Intel Celeron J1800 @ 2.41GHz,Celeron J1800,,,2,,,2,2.6,,,2.4,,10,,,,FCBGA1170,,,,,,,,
Intel,Intel Celeron J1850 @ 1.99GHz,Celeron J1850,,,4,,,4,,,,2.0,,10,,,,FCBGA1170,,,,,,,,
Intel,Intel Celeron J1900 @ 1.99GHz,Celeron J1900,,,4,,,4,2.4,,,2.0,,10,,,,FCBGA1170,,,,,,,,
Intel,Intel Celeron J3060 @ 1.60GHz,Celeron J3060,,,2,,,2,2.5,,,1.6,,6,,,,BGA1170,,,,,,,,
Intel,Intel Celeron J3160 @ 1.60GHz,Celeron J3160,,,4,,,4,2.2,,,1.6,,6,,,,BGA1170,,,,,,,,
Intel,Intel Celeron J3355 @ 2.00GHz,Celeron J3355,,,2,,,2,2.5,,,2.0,,10,,,,FCBGA1296,,,,,,,,
Intel,Intel Celeron J3455 @ 1.50GHz,Celeron J3455,,,4,,,4,2.3,,,1.5,,10,,,,FCBGA1296,,,,,,,,
Intel,Intel Celeron J3455E @ 1.50GHz,Celeron J3455E,,,4,,,4,2.3,,,1.5,,10,,,,FCBGA1296,,,,,,,,
Intel,Intel Celeron J4005 @ 2.00GHz,Celeron J4005,,,2,,,2,2.7,,,2.0,,10,,,,FCBGA1090,,,,,,,,
Intel,Intel Celeron J4025 @ 2.00GHz,Celeron J4025,,,2,,,2,2.9,,,2.0,,10,,,,FCBGA1090,,,,,,,,
Intel,Intel Celeron J4105 @ 1.50GHz,Celeron J4105,,,4,,,4,2.5,,,1.5,,10,,,,FCBGA1090,,,,,,,,
Intel,Intel Celeron J4115 @ 1.80GHz,Celeron J4115,,,4,,,4,2.5,,,1.8,,,,,,,,,,,,,,
Intel,Intel Celeron J4125 @ 2.00GHz,Celeron J4125,,,4,,,4,2.7,,,2.0,,10,,,,FCBGA1090,,,,,,,,
Intel,Intel Celeron J6412 @ 2.00GHz,Celeron J6412,,,4,,,4,2.6,,,2.0,,10,,,,FCBGA1493,,,,,,,,
Intel,Intel Celeron J6413 @ 1.80GHz,Celeron J6413,,,4,,,4,3.0,,,1.8,,10,,,,FCBGA1296,,,,,,,,
Intel,Intel Celeron M 1.00GHz,Celeron M 1.00GHz,,,1,,,1,,,,1.0,,,,,,,,,,,,,,
Intel,Intel Celeron M 1.30GHz,Celeron M 1.30GHz,,,1,,,1,,,,1.3,,,,,,,,,,,,,,
Intel,Intel Celeron M 1.50GHz,Celeron M 1.50GHz,,,1,,,1,,,,1.5,,21,,,,PPGA478. H-PBGA4,,,,,,,,
Intel,Intel Celeron M 1.60GHz,Celeron M 1.60GHz,,,1,,,1,,,,1.6,,,,,,,,,,,,,,
Intel,Intel Celeron M 1.70GHz,Celeron M 1.70GHz,,,1,,,1,,,,1.7,,,,,,,,,,,,,,
Intel,Intel Celeron M 1200MHz,Celeron M 1200MHz,,,1,,,1,,,,1.2,,,,,,,,,,,,,,
Intel,Intel Celeron M 1300MHz,Celeron M 1300MHz,,,1,,,1,,,,1.3,,,,,,,,,,,,,,
Intel,Intel Celeron M 1500MHz,Celeron M 1500MHz,,,1,,,1,,,,1.5,,,,,,,,,,,,,,
Intel,Intel Celeron M 360 1.40GHz,Celeron M 360 1.40GHz,,,1,,,1,,,,1.4,,21,,,,H-PBGA479. PPGA4,,,,,,,,
Intel,Intel Celeron M 410 @ 1.46GHz,Celeron M 410,,,1,,,1,,,,1.5,,27,,,,PPGA478,,,,,,,,
Intel,Intel Celeron M 420 @ 1.60GHz,Celeron M 420,,,1,,,1,,,,1.6,,27,,,,PPGA478,,,,,,,,
Intel,Intel Celeron M 430 @ 1.73GHz,Celeron M 430,,,1,,,1,,,,1.7,,27,,,,PPGA478,,,,,,,,
Intel,Intel Celeron M 440 @ 1.86GHz,Celeron M 440,,,1,,,1,,,,1.9,,27,,,,PBGA479. PPGA478,,,,,,,,
Intel,Intel Celeron M 443 @ 1.20GHz,Celeron M 443,,,1,,,1,,,,1.2,,5.5,,,,PBGA479,,,,,,,,
Intel,Intel Celeron M 450 @ 2.00GHz,Celeron M 450,,,1,,,1,,,,2.0,,27,,,,PPGA478,,,,,,,,
Intel,Intel Celeron M 520 @ 1.60GHz,Celeron M 520,,,1,,,1,,,,1.6,,30,,,,PPGA478,,,,,,,,
Intel,Intel Celeron M 530 @ 1.73GHz,Celeron M 530,,,1,,,1,,,,1.7,,30,,,,PBGA479. PPGA478,,,,,,,,
Intel,Intel Celeron M 540 @ 1.86GHz,Celeron M 540,,,1,,,1,,,,1.9,,30,,,,Î¼FCPGA-478,,,,,,,,
Intel,Intel Celeron M 600MHz,Celeron M 600MHz,,,1,,,1,,,,0.6,,7,,,,H-PBGA479,,,,,,,,
Intel,Intel Celeron M 723 @ 1.20GHz,Celeron M 723,,,1,,,1,,,,1.2,,10,,,,BGA956,,,,,,,,
Intel,Intel Celeron M 900MHz,Celeron M 900MHz,,,1,,,1,,,,0.9,,,,,,,,,,,,,,
Intel,Intel Celeron M ULV 800MHz,Celeron M ULV 800MHz,,,1,,,1,,,,0.8,,7,,,,,,,,,,,,
Intel,Intel Celeron N2805 @ 1.46GHz,Celeron N2805,,,2,,,2,,,,1.5,,4.3,,,,FCBGA1170,,,,,,,,
Intel,Intel Celeron N2806 @ 1.60GHz,Celeron N2806,,,2,,,2,2.0,,,1.6,,4.5,,,,FCBGA1170,,,,,,,,
Intel,Intel Celeron N2807 @ 1.58GHz,Celeron N2807,,,2,,,2,2.2,,,1.6,,4.3,,,,FCBGA1170,,,,,,,,
Intel,Intel Celeron N2808 @ 1.58GHz,Celeron N2808,,,2,,,2,2.3,,,1.6,,4.5,,,,FCBGA1170,,,,,,,,
Intel,Intel Celeron N2810 @ 2.00GHz,Celeron N2810,,,2,,,2,,,,2.0,,7.5,,,,FCBGA1170,,,,,,,,
Intel,Intel Celeron N2815 @ 1.86GHz,Celeron N2815,,,2,,,2,2.1,,,1.9,,7.5,,,,FCBGA1170,,,,,,,,
Intel,Intel Celeron N2820 @ 2.13GHz,Celeron N2820,,,2,,,2,2.4,,,2.1,,7.5,,,,FCBGA1170,,,,,,,,
Intel,Intel Celeron N2830 @ 2.16GHz,Celeron N2830,,,2,,,2,2.4,,,2.2,,7.5,,,,FCBGA1170,,,,,,,,
Intel,Intel Celeron N2840 @ 2.16GHz,Celeron N2840,,,2,,,2,2.6,,,2.2,,7,,,,FCBGA1170,,,,,,,,
Intel,Intel Celeron N2910 @ 1.60GHz,Celeron N2910,,,4,,,4,,,,1.6,,7.5,,,,FCBGA1170,,,,,,,,
Intel,Intel Celeron N2920 @ 1.86GHz,Celeron N2920,,,4,,,4,2.0,,,1.9,,7.5,,,,FCBGA1170,,,,,,,,
Intel,Intel Celeron N2930 @ 1.83GHz,Celeron N2930,,,4,,,4,2.2,,,1.8,,7.5,,,,FCBGA1170,,,,,,,,
Intel,Intel Celeron N2940 @ 1.83GHz,Celeron N2940,,,4,,,4,2.3,,,1.8,,7.5,,,,FCBGA1170,,,,,,,,
Intel,Intel Celeron N3000 @ 1.04GHz,Celeron N3000,,,2,,,2,2.1,,,1.0,,4,,,,FCBGA1170,,,,,,,,
Intel,Intel Celeron N3010 @ 1.04GHz,Celeron N3010,,,2,,,2,2.2,,,1.0,,4,,,,FCBGA1170,,,,,,,,
Intel,Intel Celeron N3050 @ 1.60GHz,Celeron N3050,,,2,,,2,2.2,,,1.6,,6,,,,FCBGA1170,,,,,,,,
Intel,Intel Celeron N3060 @ 1.60GHz,Celeron N3060,,,2,,,2,2.5,,,1.6,,6,,,,,,,,,,,,
Intel,Intel Celeron N3150 @ 1.60GHz,Celeron N3150,,,4,,,4,2.1,,,1.6,,6,,,,FCBGA1170,,,,,,,,
Intel,Intel Celeron N3160 @ 1.60GHz,Celeron N3160,,,4,,,4,2.2,,,1.6,,6,,,,FCBGA1170,,,,,,,,
Intel,Intel Celeron N3350 @ 1.10GHz,Celeron N3350,,,2,,,2,2.4,,,1.1,,6,,,,FCBGA1296,,,,,,,,
Intel,Intel Celeron N3450 @ 1.10GHz,Celeron N3450,,,4,,,4,2.2,,,1.1,,6,,,,FCBGA1296,,,,,,,,
Intel,Intel Celeron N4000 @ 1.10GHz,Celeron N4000,,,2,,,2,2.6,,,1.1,,6,,,,FCBGA1090,,,,,,,,
Intel,Intel Celeron N4000C @ 1.10GHz,Celeron N4000C,,,2,,,2,2.6,,,1.1,,6,,,,FCBGA1090,,,,,,,,
Intel,Intel Celeron N4020 @ 1.10GHz,Celeron N4020,,,2,,,2,2.8,,,1.1,,6,,,,FCBGA1090,,,,,,,,
Intel,Intel Celeron N4020C @ 1.10GHz,Celeron N4020C,,,2,,,2,2.8,,,1.1,,6,,,,FCBGA1090,,,,,,,,
Intel,Intel Celeron N4100 @ 1.10GHz,Celeron N4100,,,4,,,4,2.4,,,1.1,,6,,,,FCBGA1090,,,,,,,,
Intel,Intel Celeron N4120 @ 1.10GHz,Celeron N4120,,,4,,,4,2.6,,,1.1,,6,,,,FCBGA1090,,,,,,,,
Intel,Intel Celeron N4500 @ 1.10GHz,Celeron N4500,,,2,,,2,2.8,,,1.1,,6,,,,FCBGA1338,,,,,,,,
Intel,Intel Celeron N4505 @ 2.00GHz,Celeron N4505,,,2,,,2,2.9,,,2.0,,10,,,,FCBGA1338,,,,,,,,
Intel,Intel Celeron N5095 @ 2.00GHz,Celeron N5095,,,4,,,4,2.9,,,2.0,,15,,,,FCBGA1338,,,,,,,,
Intel,Intel Celeron N5095A @ 2.00GHz,Celeron N5095A,,,4,,,4,2.9,,,2.0,,15,,,,FCBGA1338,,,,,,,,
Intel,Intel Celeron N5100 @ 1.10GHz,Celeron N5100,,,4,,,4,2.8,,,1.1,,6,,,,FCBGA1338,,,,,,,,
Intel,Intel Celeron N5105 @ 2.00GHz,Celeron N5105,,,4,,,4,2.9,,,2.0,,10,,,,FCBGA1338,,,,,,,,
Intel,Intel Celeron N6210 @ 1.20GHz,Celeron N6210,,,2,,,2,2.6,,,1.2,,6.5,,,,,,,,,,,,
Intel,Intel Celeron N6211 @ 1.20GHz,Celeron N6211,,,2,,,2,3.0,,,1.2,,6.5,,,,FCBGA1493,,,,,,,,
Intel,Intel Celeron P4500 @ 1.87GHz,Celeron P4500,,,2,,,2,,,,1.9,,35,,,,PGA988A,,,,,,,,
Intel,Intel Celeron P4505 @ 1.87GHz,Celeron P4505,,,2,,,2,,,,1.9,,35,,,,BGA1288,,,,,,,,
Intel,Intel Celeron P4600 @ 2.00GHz,Celeron P4600,,,2,,,2,,,,2.0,,35,,,,PGA988A,,,,,,,,
Intel,Intel Celeron SU2300 @ 1.20GHz,Celeron SU2300,,,2,,,2,,,,1.2,,10,,,,BGA956,,,,,,,,
Intel,Intel Celeron T1600 @ 1.66GHz,Celeron T1600,,,2,,,2,,,,1.7,,35,,,,,,,,,,,,
Intel,Intel Celeron T1700 @ 1.83GHz,Celeron T1700,,,2,,,2,,,,1.8,,35,,,,PPGA478,,,,,,,,
Intel,Intel Celeron U1900 @ 1.99GHz,Celeron U1900,,,4,,,4,,,,2.0,,,,,,,,,,,,,,
Intel,Intel Celeron U3400 @ 1.07GHz,Celeron U3400,,,2,,,2,,,,1.1,,18,,,,BGA1288,,,,,,,,
Intel,Intel Celeron U3405 @ 1.07GHz,Celeron U3405,,,2,,,2,,,,1.1,,18,,,,BGA1288,,,,,,,,
Intel,Intel Celeron U3600 @ 1.20GHz,Celeron U3600,,,2,,,2,,,,1.2,,18,,,,BGA1288,,,,,,,,
Intel,Intel Core 3 100HL,3 100HL,,,,,,,,,,,,45,,,,FCLGA1700,,,,,,,,
Intel,Intel Core 3 100U,3 100U,,,,,,,,,,,,15,,,,FCBGA1744,,,,,,,,
Intel,Intel Core 3 201E,3 201E,,,4,,,8,4.8,,,3.6,,60,,,,FCLGA1700,,,,,,,,
Intel,Intel Core 3 N350,3 N350,,,8,,,8,3.9,,,0.1,,7,,,,FCBGA1264,,,,,,,,
Intel,Intel Core 3 N355,3 N355,,,8,,,8,3.9,,,0.1,,15,,,,FCBGA1264,,,,,,,,
Intel,Intel Core 330 @ 1.60GHz,330,,,2,,,4,,,,1.6,,,,,,,,,,,,,,
Intel,Intel Core 5 120,5 120,,,6,,,12,4.5,,,2.5,,65,,,,FCLGA1700,,,,,,,,
Intel,Intel Core 5 120F,5 120F,,,6,,,12,4.5,,,2.5,,65,,,,FCLGA1700,,,,,,,,
Intel,Intel Core 5 120U,5 120U,,,,,,,,,,,,15,,,,FCBGA1744,,,,,,,,
Intel,Intel Core 5 120UL,5 120UL,,,,,,,,,,,,15,,,,FCLGA1700,,,,,,,,
Intel,Intel Core 5 210H,5 210H,,,,,,,,,,,,45,,,,FCBGA1744,,,,,,,,
Intel,Intel Core 5 211EF,5 211EF,,,,,,,,,,,,65,,,,FCLGA1700,,,,,,,,
Intel,Intel Core 5 211TE,5 211TE,,,,,,,,,,,,45,,,,FCLGA1700,,,,,,,,
Intel,Intel Core 5 213PE,5 213PE,,,8,,,16,5.2,,,2.7,,65,,,,FCLGA1700,,,,,,,,
Intel,Intel Core 5 213PTE,5 213PTE,,,8,,,16,5.2,,,2.1,,45,,,,FCLGA1700,,,,,,,,
Intel,Intel Core 5 220H,5 220H,,,,,,,,,,,,45,,,,FCBGA1744,,,,,,,,
Intel,Intel Core 5 220U,5 220U,,,,,,,,,,,,,,,,FCBGA1744,,,,,,,,
Intel,Intel Core 5 221E,5 221E,,,,,,,,,,,,65,,,,FCLGA1700,,,,,,,,
Intel,Intel Core 5 221TE,5 221TE,,,,,,,,,,,,45,,,,FCLGA1700,,,,,,,,
Intel,Intel Core 5 223PE,5 223PE,,,8,,,16,5.4,,,2.9,,65,,,,FCLGA1700,,,,,,,,
Intel,Intel Core 7 150U,7 150U,,,,,,,,,,,,15,,,,FCBGA1744,,,,,,,,
Intel,Intel Core 7 160UL,7 160UL,,,,,,,,,,,,15,,,,FCLGA1700,,,,,,,,
Intel,Intel Core 7 240H,7 240H,,,,,,,,,,,,45,,,,FCBGA1744,,,,,,,,
Intel,Intel Core 7 250H,7 250H,,,,,,,,,,,,45,,,,FCBGA1744,,,,,,,,
Intel,Intel Core 7 250U,7 250U,,,,,,,,,,,,15,,,,,,,,,,,,
Intel,Intel Core 7 251TE,7 251TE,,,,,,,,,,,,45,,,,FCLGA1700,,,,,,,,
Intel,Intel Core 7 253PE,7 253PE,,,10,,,20,,,,,,,,,,,,,,,,,,
Intel,Intel Core 860 @ 2.80GHz,860,,,4,,,8,,,,2.8,,,,,,,,,,,,,,
Intel,Intel Core 9 270H,9 270H,,,,,,,,,,,,45,,,,FCBGA1744,,,,,,,,
Intel,Intel Core 9 273PE,9 273PE,,,12,,,24,5.7,,,2.3,,65,,,,FCLGA1700,,,,,,,,
Intel,Intel Core 9 273PQE,9 273PQE,,,12,,,24,5.9,,,3.4,,125,,,,FCLGA1700,,,,,,,,
Intel,Intel Core 9 273PTE,9 273PTE,,,12,,,24,5.5,,,1.4,,45,,,,FCLGA1700,,,,,,,,
Intel,Intel Core Duo L2300 @ 1.50GHz,Duo L2300,,,2,,,2,,,,1.5,,15,,,,BGA479,,,,,,,,
Intel,Intel Core Duo L2400 @ 1.66GHz,Duo L2400,,,2,,,2,,,,1.7,,15,,,,BGA479,,,,,,,,
Intel,Intel Core Duo L2500 @ 1.83GHz,Duo L2500,,,2,,,2,,,,1.8,,15,,,,BGA479,,,,,,,,
Intel,Intel Core Duo T2050 @ 1.60GHz,Duo T2050,,,2,,,2,,,,1.6,,31,,,,PGA478,,,,,,,,
Intel,Intel Core Duo T2250 @ 1.73GHz,Duo T2250,,,2,,,2,,,,1.7,,31,,,,PGA478,,,,,,,,
Intel,Intel Core Duo T2300 @ 1.66GHz,Duo T2300,,,2,,,2,,,,1.7,,31,,,,BGA479,,,,,,,,
Intel,Intel Core Duo T2350 @ 1.86GHz,Duo T2350,,,2,,,2,,,,1.9,,31,,,,PGA478,,,,,,,,
Intel,Intel Core Duo T2400 @ 1.83GHz,Duo T2400,,,2,,,2,,,,1.8,,31,,,,BGA479,,,,,,,,
Intel,Intel Core Duo T2450 @ 2.00GHz,Duo T2450,,,2,,,2,,,,2.0,,31,,,,PGA478,,,,,,,,
Intel,Intel Core Duo T2500 @ 2.00GHz,Duo T2500,,,2,,,2,,,,2.0,,31,,,,BGA479,,,,,,,,
Intel,Intel Core Duo T2600 @ 2.16GHz,Duo T2600,,,2,,,2,,,,2.2,,31,,,,BGA479,,,,,,,,
Intel,Intel Core Duo T2700 @ 2.33GHz,Duo T2700,,,2,,,2,,,,2.3,,31,,,,BGA479,,,,,,,,
Intel,Intel Core Duo U2400 @ 1.06GHz,Duo U2400,,,2,,,2,,,,1.1,,9,,,,BGA479,,,,,,,,
Intel,Intel Core Duo U2500 @ 1.20GHz,Duo U2500,,,2,,,2,,,,1.2,,9,,,,BGA479,,,,,,,,
Intel,Intel Core i3-1000NG4 @ 1.10GHz,i3-1000NG4,,,2,,,4,3.2,,,1.1,,9,,,,BGA1526,,,,,,,,
Intel,Intel Core i3-1005G1 @ 1.20GHz,i3-1005G1,,,2,,,4,3.4,,,1.2,,15,,,,FCBGA1526,,,,,,,,
Intel,Intel Core i3-10100E @ 3.20GHz,i3-10100E,,,4,,,8,3.8,,,3.2,,65,,,,FCLGA1200,,,,,,,,
Intel,Intel Core i3-10100TE @ 2.30GHz,i3-10100TE,,,4,,,8,3.6,,,2.3,,35,,,,LGA 1200,,,,,,,,
Intel,Intel Core i3-10100Y @ 1.30GHz,i3-10100Y,,,2,,,4,3.9,,,1.3,,5,,,,BGA 1528,,,,,,,,
Intel,Intel Core i3-10110U @ 2.10GHz,i3-10110U,,,2,,,4,4.1,,,2.1,,15,,,,FCBGA1528,,,,,,,,
Intel,Intel Core i3-10110Y @ 1.00GHz,i3-10110Y,,,2,,,4,4.0,,,1.0,,7,,,,UTFCBGA1377,,,,,,,,
Intel,Intel Core i3-1025G1 @ 1.20GHz,i3-1025G1,,,4,,,4,3.6,,,1.2,,,,,,BGA 1526,,,,,,,,
Intel,Intel Core i3-11100B @ 3.60GHz,i3-11100B,,,4,,,8,4.4,,,3.6,,65,,,,,,,,,,,,
Intel,Intel Core i3-11100HE @ 2.40GHz,i3-11100HE,,,4,,,8,4.4,,,2.4,,45,,,,FCBGA1787,,,,,,,,
Intel,Intel Core i3-1110G4 @ 1.80GHz,i3-1110G4,,,2,,,4,3.9,,,1.8,,7,,,,FCBGA1598,,,,,,,,
Intel,Intel Core i3-1115G4 @ 3.00GHz,i3-1115G4,,,2,,,4,4.1,,,3.0,,15,,,,FCBGA1449,,,,,,,,
Intel,Intel Core i3-1115G4E @ 3.00GHz,i3-1115G4E,,,2,,,4,3.9,,,2.2,,15,,,,BGA 1449,,,,,,,,
Intel,Intel Core i3-1115GRE @ 3.00GHz,i3-1115GRE,,,2,,,4,3.9,,,3.0,,15,,,,FCBGA1449,,,,,,,,
Intel,Intel Core i3-1125G4 @ 2.00GHz,i3-1125G4,,,4,,,8,3.7,,,2.0,,28,,,,FCBGA1449,,,,,,,,
Intel,Intel Core i3-12100E,i3-12100E,,,4,,,8,4.2,,,3.2,,60,,,,FCLGA1700,,,,,,,,
Intel,Intel Core i3-12100TE,i3-12100TE,,,4,,,8,4.0,,,2.1,,35,,,,FCLGA1700,,,,,,,,
Intel,Intel Core i3-1210U,i3-1210U,,,,,,,,,,,,9,,,,BGA1781,,,,,,,,
Intel,Intel Core i3-1215U,i3-1215U,,,,,,,,,,,,15,,,,FCBGA1744,,,,,,,,
Intel,Intel Core i3-1215UE,i3-1215UE,,,,,,,,,,,,28,,,,FCBGA1744,,,,,,,,
Intel,Intel Core i3-1215UL,i3-1215UL,,,,,,,,,,,,15,,,,FCLGA1700,,,,,,,,
Intel,Intel Core i3-1220P,i3-1220P,,,,,,,,,,,,28,,,,FCBGA1744,,,,,,,,
Intel,Intel Core i3-1220PE,i3-1220PE,,,,,,,,,,,,35,,,,FCBGA1744,,,,,,,,
Intel,Intel Core i3-12300HL,i3-12300HL,,,,,,,,,,,,45,,,,FCLGA1700,,,,,,,,
Intel,Intel Core i3-1305U,i3-1305U,,,,,,,,,,,,15,,,,FCBGA1744,,,,,,,,
