Name,Type,Color,Power Supply,Side Panel,External volume,"Internal 3.5"" bays",Rating,Price
GameMax Spark,MicroATX Mid Tower,White,None,Tempered Glass,26.5,1,1,
RAIJINTEK PAN Slim,Mini ITX Desktop,White,None,None,38.7,2,1,
Aerocool Graphite v2,ATX Mid Tower,,None,Tempered Glass,43,2,0,128.27
Mars Gaming MCB,ATX Mid Tower,White,None,Tempered Glass,61.7,2,0,
Antec Dark Fleet DF-30,ATX Mid Tower,Black,None,Acrylic,46.6,6,2,
Antec Mini P180,MicroATX Mini Tower,White,None,None,39.7,5,1,
Antec Nine Hundred Two,ATX Mid Tower,Black,None,Acrylic,50.6,6,0,
Corsair Graphite Series 600T,ATX Mid Tower,Black,None,None,79.3,6,4,
Antec Twelve Hundred,ATX Full Tower,Black,None,Acrylic,63.5,9,2,
Thermaltake Element G,ATX Mid Tower,Black,None,None,57.5,7,2,
Lian Li PC-Q07,Mini ITX Tower,Black,None,None,11.2,1,1,
Lian Li PC-Q11,Mini ITX Tower,Black,None,None,16.8,2,1,
Antec P183 V3,ATX Mid Tower,Black,None,None,53.8,6,1,
NZXT Guardian 921 RB,ATX Mid Tower,Black,None,Acrylic,,4,6,
Apex DM-317-A,MicroATX Slim,Black / Silver,275 W,None,12.9,1,0,
Apex Vortex 3620,ATX Mid Tower,Black,None,None,33.2,5,3,
Athena Power CA-601YW95,ATX Full Tower,Yellow,950 W,Acrylic,50.6,4,0,
Athenatech A3712BB.450,ATX Mid Tower,Black,450 W,None,23.2,2,0,
Athenatech A412WW.400,ATX Mid Tower,White,400 W,None,35,5,0,
Foxconn G-007,MicroATX Mid Tower,Black,None,None,45.4,4,0,
In Win BP655.200BL,Mini ITX Desktop,Black,200 W,None,8.1,0,1,
Raidmax Atlas ATX-295WB,ATX Mid Tower,Black,None,Acrylic,42.9,4,2,
Silverstone TJ07-BW,ATX Full Tower,Black,None,Acrylic,69.2,6,0,
Sunbeam AC-9B-HUVB,ATX Mid Tower,Clear,None,None,49.5,4,0,
Xigmatek Asgard II,ATX Mid Tower,Black,None,None,35.5,5,1,
Xigmatek Asgard II,ATX Mid Tower,Black / Silver,None,None,35.5,5,0,
Xigmatek Utgard Window,ATX Mid Tower,Black,None,Acrylic,51.7,4,0,
Athenatech A100SC.270,HTPC,Gray / Silver,270 W,None,18.5,2,0,
Silverstone GD05B,HTPC,Black,None,None,21.3,2,4,
Silverstone LC17-B,HTPC,Silver,None,None,30.9,6,0,
Antec P193 V3,ATX Full Tower,Black,None,None,65.5,6,1,
NZXT H2,ATX Mid Tower,White,None,None,51.8,8,4,
Apevia X-Trooper-Jr,ATX Mid Tower,Black,None,Acrylic,29.8,3,2,
Thermaltake Soprano DX,ATX Mid Tower,Black,None,None,49.8,5,0,
NZXT Source 210,ATX Mid Tower,White / Black,None,None,42.4,8,30,
NZXT Source 210,ATX Mid Tower,Black,None,Acrylic,42.4,8,22,
Rosewill Challenger-U3,ATX Mid Tower,Black,None,None,38.4,5,18,
Fractal Design Define R3,ATX Mid Tower,Black,None,None,47.5,8,1,
Lian Li PC-TU200,Mini ITX Tower,Black,None,None,21.6,4,4,
Antec P180,ATX Mid Tower,White / Black,None,None,56,6,2,
NZXT Tempest 210,ATX Mid Tower,Black,None,None,43.6,8,8,
NZXT Tempest 410,ATX Mid Tower,Black,None,None,51.1,8,6,
Diablotek DIAMOND,ATX Mid Tower,Black,400 W,None,27.9,2,5,
Azza Orion 202 EVO,ATX Mid Tower,Black / Red,None,Acrylic,43.5,4,2,
In Win BK623.BN300TBL,MicroATX Mini Tower,Black,300 W,None,12.3,1,0,
Antec P280,ATX Mid Tower,Black,None,Acrylic,68,6,0,
In Win Dragon Rider,ATX Full Tower,White / Black,None,None,76.6,6,0,
NZXT Switch 810,ATX Full Tower,Black,None,Acrylic,81.3,6,8,
In Win IW-BQ656T.AD80TBL,HTPC,Black,80 W,None,3.3,0,0,
Raidmax Super Hurricane,ATX Mid Tower,Black,None,Acrylic,36.7,4,4,
Xigmatek Asgard Pro,ATX Mid Tower,Black,None,None,41.5,7,1,
Raidmax Viper,ATX Mid Tower,Red / Black,None,Acrylic,42.6,4,2,
Cougar Solution,ATX Mid Tower,Black,None,None,40.7,6,13,
NZXT Phantom 410,ATX Mid Tower,White / Black,None,Acrylic,58.5,6,6,
BitFenix Prodigy,Mini ITX Tower,Green,None,Acrylic,36,5,4,
Cougar Challenger,ATX Mid Tower,Black / Orange,None,Acrylic,71.6,7,2,
In Win Z583T.CQ350TB3L,MicroATX Mini Tower,Black / Silver,350 W,None,24.2,1,0,
Cougar Solution AF-2,ATX Mid Tower,Black / Green,None,None,40.7,6,2,
Azza Genesis 9000W,ATX Full Tower,White / Black,None,Acrylic,93,5,4,
DIYPC DIY-5823,ATX Mid Tower,Black / Silver,None,None,28.3,6,1,
Silverstone SG01B-F-USB3.0,MicroATX Desktop,Silver,None,None,21.7,2,0,
Lian Li PC-A76,ATX Full Tower,Black,None,None,75.5,12,0,
Silverstone PS08B,MicroATX Mid Tower,Black,None,None,23.7,4,18,
Silverstone PS08B,MicroATX Mid Tower,White,None,None,23.7,4,1,
Fractal Design Arc Midi R2,ATX Mid Tower,Black,None,None,55.6,8,3,
Antec VSK-4000,ATX Mid Tower,Black,None,None,33.4,2,0,
Thermaltake Soprano,ATX Mid Tower,Black,None,None,51.1,5,3,
Enermax ECA3253,ATX Mid Tower,Black / White,None,Acrylic,43.8,5,16,
In Win C583T.CQ350TB3L,ATX Mid Tower,Black,350 W,None,35,3,0,
In Win H-Frame,ATX Mid Tower,Blue / Silver,None,None,62.8,3,0,
Xion XON-710P,MicroATX Slim,Black,300 W,None,9.5,1,0,
Xion XON-720P,MicroATX Slim,Black,300 W,None,10.4,1,1,
Apevia X-Dreamer4,ATX Mid Tower,Pink,None,Acrylic,43.1,4,1,
Raidmax ATX-502WBG,ATX Mid Tower,Red / Black,None,Acrylic,59.5,3,1,
HEC Enterprise,ATX Mid Tower,Black,None,None,,2,1,
Rosewill Galaxy-02,ATX Mid Tower,Black,None,None,26.4,4,14,
Corsair Carbide Series 330R,ATX Mid Tower,Black,None,None,49.9,4,2,
BitFenix Ronin,ATX Mid Tower,Black,None,Acrylic,,6,7,
Lian Li PC-A79,ATX Full Tower,Silver,None,None,,6,0,
Aerocool XPredator Devil,ATX Full Tower,Black / Red,None,Acrylic,,6,0,
In Win H-Frame Mini,Mini ITX Tower,Blue / Silver,180 W,None,,0,0,
Corsair Graphite Series 230T Windowed,ATX Mid Tower,Black / Gray,None,Acrylic,,4,8,
Antec GX500,ATX Mid Tower,Black,None,Acrylic,44.4,4,1,
Streacom ST-F1CB-EVO,HTPC,Black,None,None,,0,0,
Streacom ST-F1CS-EVO,HTPC,Silver,None,None,,0,0,
Rosewill Legacy U2-S,Mini ITX Tower,Silver,None,Acrylic,15.4,2,3,
Rosewill Legacy V6-B,Mini ITX Tower,Black,None,None,12.5,4,0,
Thermaltake Chaser A21,ATX Mid Tower,Black / Blue,None,Acrylic,41.3,6,2,
Thermaltake Urban S71,ATX Full Tower,Black,None,None,66.3,5,0,
Xigmatek Assassin,ATX Mid Tower,Black / Gray,None,Acrylic,52.5,8,0,
NZXT H440,ATX Mid Tower,Red,None,Acrylic,53.3,8,0,
NZXT H440 EnVyUs,ATX Mid Tower,Black / Blue,None,Acrylic,53.3,8,0,
Supermicro CSE-732G-903B,ATX Mid Tower,Black / Blue,900 W,Acrylic,64.7,3,0,
Corsair Carbide Series Air 540,ATX Mid Tower,Black / Silver,None,Acrylic,62.6,2,8,
Xigmatek Aquila,MicroATX Mini Tower,Black,None,Acrylic,,2,3,
Cooler Master K350,ATX Mid Tower,Black,None,Acrylic,,6,3,
Rosewill RISE,ATX Full Tower,Black,None,Acrylic,55.9,2,3,
Phanteks Enthoo Luxe TG,ATX Full Tower,Black,None,Tinted Tempered Glass,72.4,6,25,
Nanoxia Deep Silence 3,ATX Mid Tower,Black / Silver,None,None,,5,1,
Deepcool TESSERACT BF,ATX Mid Tower,Black / White,None,None,36.4,4,8,
In Win GR One,ATX Full Tower,White / Black,None,Acrylic,81,8,5,
Lian Li PC-Q35A,Mini ITX Tower,Silver,None,None,18.1,5,0,
Thermaltake Commander G41,ATX Mid Tower,Black,None,Acrylic,57,6,7,
Thermaltake Core V51 Riing Edition,ATX Mid Tower,Black / Green,None,Acrylic,71.2,5,0,
Enermax Thorex,ATX Mid Tower,Black,None,None,,3,3,
Thermaltake Versa H35,ATX Mid Tower,Black,None,Acrylic,49.3,3,1,
Cooler Master Silencio 652S,ATX Mid Tower,Black,None,None,,9,3,
Phanteks Enthoo EVOLV,MicroATX Mini Tower,Silver,None,Acrylic,41.7,3,1,
BitFenix Prodigy M,MicroATX Mini Tower,Black / Orange,None,Acrylic,35.9,4,1,
Cooler Master N400,ATX Mid Tower,Black,None,Acrylic,40.2,7,0,
Thermaltake Core V31,ATX Mid Tower,Black,None,Acrylic,72,3,10,
Xigmatek Spirit M,MicroATX Mini Tower,Black,None,Acrylic,,2,2,
Phanteks Enthoo Primo,ATX Full Tower,White,None,Acrylic,,6,6,
Aerocool XPredator Cube,MicroATX Mid Tower,Black / Red,None,Acrylic,,3,0,
Element Gaming Hyperion,MicroATX Mid Tower,Black / Blue,None,Acrylic,,5,0,
Antec ISK600M,MicroATX Mini Tower,Black,None,None,,3,1,
Xigmatek Mach II,ATX Mid Tower,Black,None,None,,3,0,
Deepcool KENDOMEN,ATX Mid Tower,Black / Red,None,Acrylic,,3,12,
Apevia X-QPack3,MicroATX Mini Tower,White,None,Acrylic,,2,2,
Sentey GS-6011,ATX Mid Tower,Black / Blue,None,Acrylic,,3,2,
Phanteks Enthoo Pro M,ATX Mid Tower,Black,None,Acrylic,56.4,2,23,
Phanteks Enthoo Pro M TG,ATX Mid Tower,Green / Black,None,Tinted Tempered Glass,56.4,2,0,
Cooler Master MasterCase 5,ATX Mid Tower,Black,None,None,,2,1,
Raidmax Element,Mini ITX Desktop,Black / Gray,None,None,,2,2,
Thermaltake Versa H15,MicroATX Mid Tower,Black,None,Acrylic,,3,2,
VIVO CASE-V01,ATX Mid Tower,Black / Blue,None,None,,3,4,
Aerocool Aero-800,ATX Mid Tower,Black,None,Acrylic,,2,4,
Aerocool Aero-800,ATX Mid Tower,Black / White,None,Acrylic,,2,3,
In Win 805,ATX Mid Tower,Black,None,Tempered Glass,,2,1,
DIYPC Alnitak,ATX Mid Tower,Black / Blue,None,Acrylic,,4,3,
Rosewill VIPER Z,ATX Mid Tower,Black,None,Acrylic,,7,0,
In Win 909,ATX Full Tower,Silver,None,Tempered Glass,,4,0,
VIVO Titan,ATX Mid Tower,Black,None,Acrylic,,2,0,
Phanteks Eclipse P400,ATX Mid Tower,White,None,Tinted Acrylic,45.9,2,7,
SHARKOON BW9000,ATX Mid Tower,Black,None,Acrylic,,5,1,
Antec VSK4-500,ATX Mid Tower,Black,500 W,None,,5,0,
Zalman T5,MicroATX Mini Tower,Black,None,None,,2,0,
Silverstone PM01,ATX Mid Tower,White,None,Acrylic,70.3,4,1,
Anidees Crystal,ATX Mid Tower,Black,None,Tempered Glass,,3,3,
Azza Taurus 5000B,ATX Full Tower,Black,None,Acrylic,,8,0,
In Win 509 ROG,ATX Full Tower,Black / Red,None,Tempered Glass,71.6,5,1,
NOX Hummer ZN,ATX Mid Tower,Black,None,None,52.2,2,0,
Thermaltake Versa C21,ATX Mid Tower,Black,None,Acrylic,52.8,3,1,
RAIJINTEK Thetis,ATX Mid Tower,Black,None,None,27.7,2,1,
BitFenix Portal,Mini ITX Tower,White,None,Acrylic,,2,0,
DIYPC DIY-BG01,ATX Mid Tower,Black,None,Acrylic,,2,7,
BitFenix Neos Window,ATX Mid Tower,White / Purple,None,Acrylic,37,3,2,
SHARKOON VG4-W,ATX Mid Tower,Black / Blue,None,Acrylic,38.3,3,1,
Cooler Master MasterBox Lite 3.1,MicroATX Mid Tower,Black,None,Acrylic,36.1,2,12,
Anidees AI Crystal Cube,ATX Mid Tower,White / Black,None,Tempered Glass,50.5,3,3,
Anidees AI Crystal Cube MAR 3,ATX Mid Tower,Black,None,Tinted Tempered Glass,50.5,3,0,
Cooltek TG-01 RGB,ATX Mid Tower,Black,None,Tempered Glass,37.6,2,0,
mean:it 5PM,ATX Mid Tower,Black / Red,None,Tempered Glass,51.5,3,0,
Rosewill FBM-X1,MicroATX Mini Tower,Black,None,Acrylic,22.2,1,28,
BitFenix Nova TG,ATX Mid Tower,White,None,Tempered Glass,40.8,3,5,
Cooler Master Elite 343,MicroATX Mini Tower,Black,420 W,None,29.1,5,1,
DIYPC Skyline-06,ATX Full Tower,Black / Blue,None,Acrylic,,3,0,
DIYPC Vanguard RGB,ATX Mid Tower,Black,None,Tempered Glass,,3,2,
Thermaltake View 71 TG RGB Plus,ATX Full Tower,Black / Silver,None,Acrylic,,4,2,
Lian Li PC-M25,MicroATX Mini Tower,Black,None,None,,8,0,
NZXT H200i,Mini ITX Tower,Black,None,Tempered Glass,27.3,1,9,
Enermax OSTROG Lite,ATX Mid Tower,Black,None,Acrylic,,2,1,
SHARKOON AM5,ATX Mid Tower,Silver / Black,None,Acrylic,,3,0,
SHARKOON S25-V,ATX Mid Tower,Black,None,None,43.9,3,0,
Cooltek UMX3,MicroATX Mini Tower,Black,None,Acrylic,24.6,1,0,
Gigabyte AC300W,ATX Mid Tower,Black,None,Acrylic,,2,3,
RIOTORO CR500,ATX Mid Tower,Black,None,Tempered Glass,41,4,1,
Fractal Design Define R6,ATX Mid Tower,White / Black,None,Tempered Glass,56.7,6,1,
EVGA DG-77,ATX Mid Tower,White / Black,None,Tempered Glass,,2,1,
Enermax GraceMESH,ATX Mid Tower,Black,None,Tempered Glass,,2,1,
EVGA DG-75,ATX Mid Tower,Black,None,Tempered Glass,47.3,2,1,
Streacom BC1 Mini,Mini ITX Test Bench,Black,None,None,,0,0,
Streacom BC1,ATX Test Bench,Red,None,None,,2,0,
Rosewill CULLINAN MX-Red,ATX Mid Tower,Black / Red,None,Tempered Glass,47.2,4,1,
Aerocool DS 230,ATX Mid Tower,Black,None,Acrylic,,2,1,
NZXT H500 Vault Boy,ATX Mid Tower,Blue / Yellow,None,Tempered Glass,41.3,3,0,
In Win A1,Mini ITX Tower,Black,600 W,Tempered Glass,20.4,0,7,
Raidmax Alpha Prime,ATX Mid Tower,White,None,Tempered Glass,44.8,2,2,
SAMA ARK,ATX Full Tower,Black / Blue,None,Tempered Glass,,4,0,
Lian Li PC-Q50,Mini ITX Desktop,Silver,None,None,,2,0,
RAIJINTEK ASTERION PLUS,ATX Full Tower,Black,None,Acrylic,59.3,3,0,
DAN Cases A4-SFXv3,Mini ITX Desktop,Silver,None,None,,0,0,
DAN Cases A4-SFXv3,Mini ITX Desktop,Black,None,None,,0,2,
KOLINK ROCKET,Mini ITX Desktop,Black,None,None,,0,0,
Lian Li LANCOOL ONE Digital,ATX Mid Tower,White / Silver,None,Tempered Glass,46.7,2,0,
be quiet! Silent Base 601,ATX Mid Tower,Black / Orange,None,Tempered Glass,,3,2,
be quiet! Silent Base 801,ATX Mid Tower,Black / Silver,None,Tempered Glass,,5,0,
Spartex Osmi,Mini ITX Tower,Black,None,None,,1,0,
Deepcool MATREXX 55 ADD-RGB WH,ATX Mid Tower,White / Black,None,Tempered Glass,,2,1,
Cooler Master MasterCase SL600M,ATX Mid Tower,Silver / Black,None,Tempered Glass,,4,1,
BitFenix Enso Mesh,ATX Mid Tower,White,None,Tempered Glass,46.4,2,0,
Antec P7 Window,ATX Mid Tower,Black / Red,None,Acrylic,,2,0,
Cougar Puritas RGB,ATX Mid Tower,Black,None,Tempered Glass,,2,0,
Tecware Nexus M,MicroATX Mid Tower,Black / White,None,Tempered Glass,,2,1,
Fractal Design Define S2 Vision RGB,ATX Mid Tower,Black,None,Tinted Tempered Glass,58.8,3,0,
NZXT H200,Mini ITX Tower,Black / Blue,None,Tempered Glass,27.3,1,1,
NZXT H700 Nuka-Cola,ATX Mid Tower,Red / Black,None,Tempered Glass,58.6,2,0,
Silverstone SST-PS15B,MicroATX Mid Tower,Black,None,None,25.7,1,0,
Cooler Master MasterBox CM694 Steel,ATX Mid Tower,Black,None,None,,6,0,
Cooler Master MasterCase Maker 5t,ATX Mid Tower,Black,None,Tempered Glass,75.6,2,2,
Fractal Design Define R6 USB-C,ATX Mid Tower,Silver,None,Tempered Glass,56.7,6,3,
Fractal Design Define R6 USB-C Blackout,ATX Mid Tower,Black,None,None,56.7,6,3,
Raidmax Alpha,ATX Mid Tower,White,None,Acrylic,44.2,2,1,
SaharaGaming P75,ATX Full Tower,,None,Tempered Glass,,2,0,
Raidmax Magnus,ATX Mid Tower,Black,None,Tempered Glass,85.7,2,0,
Thermaltake H100 TG,ATX Mid Tower,Black,None,Tempered Glass,39.7,2,0,
Azza Apollo 430,ATX Mid Tower,Black,None,Tempered Glass,41.3,4,0,
NZXT CRFT 08 H510 Valhalla,ATX Mid Tower,Black / Gray,None,Tempered Glass,41.3,2,0,
NZXT H510 Siege,ATX Mid Tower,Red / Black,None,Tempered Glass,41.3,2,0,
Rosewill PRISM S,ATX Mid Tower,White / Black,None,Tempered Glass,46.9,3,3,
Antec NX500,ATX Mid Tower,Black,None,Tempered Glass,47.4,2,0,
darkFlash DLM 22,MicroATX Mid Tower,Pink,None,Tempered Glass,,2,1,
GameMax Kage,ATX Mid Tower,Black,None,Tempered Glass,42,2,0,
GameMax Kamikaze PRO,MicroATX Mini Tower,Black,None,Tempered Glass,39.6,2,0,
GameMax Polaris,ATX Mid Tower,Black,None,Tempered Glass,44,3,0,
Antec Striker,Mini ITX Tower,White,None,Tempered Glass,39.6,0,3,
Deepcool Earlkase RGB V2,ATX Mid Tower,Black,None,Tempered Glass,51.9,2,0,
Thermaltake S500 Tempered Glass Snow Edition,ATX Mid Tower,White,None,Tempered Glass,67.8,2,0,
Maingear Vybe Mk. V,ATX Mid Tower,Black,None,Tempered Glass,38.4,2,0,
Montech Air 900 MESH,ATX Mid Tower,White,None,Tempered Glass,44,2,1,
Cougar MG120,MicroATX Mini Tower,Black,None,None,,2,1,
Cooler Master MasterBox TD500 Mesh w/o Controller,ATX Mid Tower,Black,None,Tempered Glass,,2,0,
In Win 905-SILOLED,ATX Mid Tower,Silver / Black,None,Tinted Tempered Glass,,1,0,
SHARKOON RGB LIT 200,ATX Mid Tower,Black,None,Tempered Glass,,2,0,
KOLINK INSPIRE K2 RGB,MicroATX Mini Tower,Black,None,Tempered Glass,28.2,2,0,
DIYPC Solo-T2-BK Black USB 3.0,ATX Mid Tower,Black / Blue,None,None,39.1,3,3,
Fractal Design Define 7,ATX Mid Tower,Black / White,None,None,62.4,6,1,
MagniumGear NEO Qube,ATX Mid Tower,White / Black,None,Tempered Glass,,2,5,
Aerocool AirHawk Duo,ATX Mid Tower,Black,None,Tempered Glass,,2,5,
DIYPC Vanguard-V6-RGB,ATX Mid Tower,Black,None,Tempered Glass,,3,1,
KOLINK BALANCE ARGB,ATX Mid Tower,Black,None,Tempered Glass,,2,0,
Antec P82 Flow,ATX Mid Tower,Black,None,Tempered Glass,,2,0,
darkFlash J11,ATX Mid Tower,Black,None,Tempered Glass,38.7,2,0,
SilentiumPC Regnum RG4,ATX Mid Tower,Black,None,None,46.1,3,0,
Aerocool NightHawk Duo,ATX Mid Tower,Black,None,Tempered Glass,,2,1,
darkFlash DLM 21 Mesh,MicroATX Mini Tower,Pink,None,Tempered Glass,32.1,2,1,
Enermax MarbleShell MS30,ATX Mid Tower,White / Black,None,Tempered Glass,,2,1,
Silverstone FARA R1,ATX Mid Tower,White / Black,None,Tempered Glass,,1,2,
Silverstone FARA R1,ATX Mid Tower,White,None,None,,1,0,
SHARKOON REV 100,ATX Mid Tower,Black,None,Tempered Glass,43.1,3,0,
Jonsbo A4 Ver1.1,ATX Mini Tower,Silver,None,Tempered Glass,15.7,1,0,
BitFenix NOVA MESH SE TG,ATX Mid Tower,White / Black,None,Tempered Glass,36.1,2,3,
Cougar Gemini T Pro,ATX Mid Tower,Black,None,Tempered Glass,64,2,0,
SilentiumPC Armis AR1,ATX Mid Tower,Black,None,None,29.2,2,0,
SilentiumPC Armis AR7 RGB,ATX Mid Tower,Black,None,Tempered Glass,63.9,3,0,
Azza Luminous 110F,MicroATX Mini Tower,Black,None,Tempered Glass,36.1,2,1,
SilentiumPC Regnum RG6V EVO TG ARGB,ATX Mid Tower,Black,None,Tempered Glass,,2,0,
SilentiumPC Signum SG7V TG,ATX Mid Tower,Black,None,None,,3,0,
HYTE REVOLT 3 EU,Mini ITX Tower,Black,700 W,Mesh,18.4,1,0,
GAMDIAS APOLLO E2,ATX Mid Tower,Black,None,Tempered Glass,,2,0,
GAMDIAS ARGUS E3,ATX Mid Tower,Black,None,Tempered Glass,,2,0,
GAMDIAS ARGUS E4,ATX Mid Tower,Black,None,Tempered Glass,,2,0,
GAMDIAS TALOS M1 LITE,ATX Mid Tower,Black,None,Tempered Glass,,2,0,
Golden Field N-1,Mini ITX Desktop,Black,None,None,17.2,1,0,
Raidmax P805,ATX Mid Tower,Black,None,Tempered Glass,,2,0,
Silverstone CS330B,MicroATX Mini Tower,Black,None,None,30.2,4,0,
MOROVOL TW7-S2-WT,MicroATX Mid Tower,White / Black,None,Tempered Glass,27.1,2,0,
MSI MAG VAMPIRIC 300R PACIFIC BLUE,ATX Mid Tower,Blue,None,Tempered Glass,54.1,2,0,
Thermaltake Divider 300 TG Air Snow,ATX Mid Tower,White,None,Tempered Glass,48.2,2,0,119.99
MSI MPG Sekira 500P,ATX Mid Tower,Black,None,Tempered Glass,67.1,6,1,
MSI MAG PYLON,ATX Mid Tower,Black,None,Tempered Glass,45.1,2,0,
ADATA XPG CRUISER,ATX Mid Tower,Black,None,Tempered Glass,53.8,4,1,
Azza Celesta 340,ATX Mid Tower,Black,None,Tempered Glass,40.2,2,0,
Azza Iris 330,ATX Mid Tower,Black,None,Tempered Glass,42.5,2,0,
Azza Crimson 211,ATX Mid Tower,Black,None,Acrylic,40.4,3,0,
Golden Field MAGE,ATX Mid Tower,Pink / Black,None,Tempered Glass,47.6,2,0,
Cougar MX410-T,ATX Mid Tower,Black,None,Tempered Glass,36.3,2,0,
Cougar DarkBlader X7,ATX Mid Tower,Black / Green,None,Tempered Glass,50,2,0,
Cougar MX440-G RGB,ATX Mid Tower,Black,None,Tempered Glass,46,2,0,
SSUPD Meshroom S w/PCIe 4.0 Riser,ATX Mini Tower,Green,None,Mesh,14.9,0,2,
SSUPD Meshroom S,ATX Mini Tower,Blue,None,Mesh,14.9,0,0,
Jonsbo UMX1 Plus,Mini ITX Desktop,Silver / Black,None,Tempered Glass,16.6,1,0,
Antec P7 NEO,ATX Mid Tower,Black,None,None,46.3,2,1,
DIYPC ARGB-Q8-W,MicroATX Mid Tower,Silver / Black,None,Tempered Glass,28.4,2,1,
GAMDIAS ATHENA M6,ATX Mid Tower,Black,None,Tempered Glass,45,2,0,
CiT S015B LED,MicroATX Desktop,Black,300 W,None,11.9,2,0,
CiT Raider RGB,ATX Mid Tower,White / Black,None,Tempered Glass,37.8,2,0,
Ocelot OC-Purple Katana,MicroATX Mini Tower,Purple / Black,None,Tempered Glass,30,2,0,
Horizon Exo,MicroATX Mid Tower,Black,None,Tempered Glass,33.6,2,1,
Noua Iron V6,ATX Mid Tower,Black,None,Tempered Glass,53.9,2,0,
Noua Smash S10,ATX Mid Tower,White,None,Tempered Glass,35.7,2,0,
Noua Utopia F15,ATX Mid Tower,Black,None,Tempered Glass,41.1,2,0,
Noua Utopia F4,ATX Mid Tower,Black,None,Tempered Glass,40.9,2,0,
Enermax StarryKnight SK30 RGB,ATX Mid Tower,Black,None,Tempered Glass,,2,0,
Deepcool CC560 FS,ATX Mid Tower,Black,None,Tempered Glass,41.7,2,0,
GALAX REV-03,MicroATX Mini Tower,White,None,Mesh,21.9,1,0,
Geometric Future Model 2 The ARK,MicroATX Mini Tower,Black / Gold,None,Mesh,40.7,1,1,
LC-Power Gaming 807W Stormwatch_X,ATX Mid Tower,White,None,Tempered Glass,54.2,1,0,
LC-Power Gaming 808B Skylla_X,ATX Mid Tower,Black,None,Tempered Glass,50.7,2,0,
Azza Mesa,ATX Desktop,Silver / Black,None,Tempered Glass,130.2,2,0,
Xigmatek Overtake,ATX Full Tower,Black,None,Tempered Glass,67.8,2,1,
BitFenix FLOW,ATX Mid Tower,White,None,Tempered Glass,42.3,2,0,
KOLINK Observatory Lite Mesh ARGB,ATX Mid Tower,White / Black,None,Tempered Glass,33.4,2,0,
KOLINK Stronghold Overseer,ATX Mid Tower,Black,None,Tempered Glass,41,2,0,
GameMax Aero,ATX Mid Tower,Black / White,None,Tempered Glass,40.7,2,0,
GameMax Aero Mini Eco,MicroATX Mini Tower,Black / White,None,Tempered Glass,31.5,2,1,
GameMax Infinity Mini,MicroATX Mini Tower,White,None,Tempered Glass,36.7,1,0,
MSI MAG FORGE 100M Lite,ATX Mid Tower,Black,None,Tempered Glass,44.1,2,0,
YEYIAN Dragoon,ATX Mid Tower,Black,None,Tempered Glass,35.1,2,0,
DARKROCK A8-M,ATX Mid Tower,White,None,Tempered Glass,,2,0,
DIYPC ARGB-Q3 V2,MicroATX Mini Tower,Green,None,Tempered Glass,38.6,2,0,
Antec CX600M RGB,MicroATX Mini Tower,Black,None,Tempered Glass,46.8,1,0,
Aerocool Hexform,MicroATX Mid Tower,Black,None,Tempered Glass,28,2,0,
FSP Group CMT120,ATX Mid Tower,Black,None,Acrylic,34.5,2,0,
Armoury C802,ATX Mid Tower,White,None,Tempered Glass,51.4,2,0,
SAMA V Nature,ATX Mid Tower,White,None,Tempered Glass,,2,0,
Rosewill Helium Flow RGB,ATX Mid Tower,Black,None,Tempered Glass,50.5,3,0,
Aerocool Tern Mini V1,MicroATX Mini Tower,Black,None,Tempered Glass,43.8,2,0,
Rosewill Helium Air RGB,ATX Mid Tower,White,None,Mesh,57.9,3,0,
AQIRYS Europa,ATX Mid Tower,Black,None,Tempered Glass,54.5,1,0,
RAIJINTEK Thetis,ATX Mid Tower,Silver,None,Acrylic,27.7,2,0,
Cougar Dust 2,Mini ITX Tower,Black / Gray,None,Mesh,23.6,0,0,
Phanteks Enthoo EVOLV TG,MicroATX Mini Tower,Black,None,Tinted Tempered Glass,41.7,2,8,
Jonsbo TR03-A,ATX Mid Tower,Silver,None,Tempered Glass,95.3,3,0,
Thermaltake Divider 300 TG Snow,ATX Mid Tower,White,None,Tempered Glass,48.2,2,0,
Chieftec BT-06B-250VS ,Mini ITX Tower,,250 W,None,10.5,1,0,
Thermaltake Versa H21,ATX Mid Tower,Black,500 W,None,42.8,3,0,
Fractal Design Core 2500,ATX Mid Tower,Black,None,None,37.8,4,3,
RAIJINTEK METIS EVO ALS,Mini ITX Desktop,Silver,None,None,22.3,2,0,
Silverstone SETA A1,ATX Mid Tower,Black,None,Tempered Glass,45.7,2,0,124.85
In Win B1 Mesh,Mini ITX Desktop,Black,200 W,None,7.8,0,0,
Thermaltake Divider 500 TG ARGB Air Snow,ATX Mid Tower,White,None,Tempered Glass,56.8,2,0,159.99
Jonsbo D500,ATX Full Tower,Black,None,Tempered Glass,90.8,10,0,
KOLINK Observatory Lite,ATX Mid Tower,Black,None,Tempered Glass,33.4,2,0,
ALPHAGEAR Primalist RGB,ATX Mid Tower,Black,None,Tempered Glass,34.3,1,0,
Supermicro S5,ATX Mid Tower,Black / Red,None,None,,6,1,
Thermaltake Versa N27,ATX Mid Tower,Black,None,Acrylic,,4,2,117.28
Streacom BC1 Mini,Mini ITX Test Bench,Silver,None,None,,0,1,
RAIJINTEK METIS EVO TGS,Mini ITX Desktop,White,None,Tempered Glass,22.3,2,1,
