Name,Type,Color,Power Supply,Side Panel,External volume,"Internal 3.5"" bays",Rating,Price
Zalman Z3 Plus,ATX Mid Tower,Black,None,Acrylic,38.4,4,12,
NZXT S340,ATX Mid Tower,Black / Blue,None,Acrylic,38.4,3,53,
NZXT S340,ATX Mid Tower,Black / Red,None,Acrylic,38.4,3,90,
Rosewill NAUTILUS,ATX Mid Tower,Black / Blue,None,Acrylic,,3,13,
Cooler Master MasterBox MB500,ATX Mid Tower,Black,None,Tempered Glass,49.5,2,5,
Rosewill PRISM S500,ATX Mid Tower,Black,None,Tempered Glass,,3,7,
Antec TORQUE,ATX Mid Tower,Black / Red,None,Tempered Glass,114,1,0,
Cooler Master MasterCase H500P Mesh,ATX Mid Tower,White,None,Acrylic,71.4,2,11,
Jonsbo V9,MicroATX Mini Tower,Black,None,Tempered Glass,17.6,1,1,
Deepcool CK560,ATX Mid Tower,White / Black,None,Tempered Glass,,2,3,
MUSETEX Y4,ATX Mid Tower,Black,None,Tempered Glass,32.9,2,0,
DIYPC ARGB-Q3,MicroATX Mini Tower,White,None,Tempered Glass,38.6,2,5,
Antec NX360,ATX Mid Tower,Black,None,Tempered Glass,37.5,1,0,
GameMax Infinity,ATX Mid Tower,White,None,Tempered Glass,45.7,1,1,
Sliger CX4200f,Rackmount 4U,Black,None,None,38.9,0,0,309
Chieftec BT-02B-U3-250VS ,Mini ITX Tower,,250 W,None,9.6,1,0,159.47
SHARKOON VS8,ATX Mid Tower,Black,None,None,42.1,2,0,
Mars Gaming MC-VIEW,MicroATX Mid Tower,Pink,None,Tempered Glass,32.1,1,0,
Silverstone CS381B,MicroATX Desktop,Black,None,None,,0,0,385.99
FSP Group CMT380,ATX Mid Tower,Black,None,Tempered Glass,45.5,2,0,
NOX Hummer ZX,ATX Mid Tower,Black,None,Acrylic,48.8,2,1,
BGears ‎b-BlackWidow-RGB,ATX Mid Tower,Black,None,Tinted Tempered Glass,41.2,2,0,86.13
SHARKOON Rebel C50,ATX Mid Tower,Black,None,Mesh,52.4,3,0,124.29
Mars Gaming MC-400,MicroATX Mini Tower,Black,None,Tempered Glass,29.9,2,1,
Cougar Duoface Pro RGB,ATX Mid Tower,White,None,Tempered Glass,55.4,2,0,104.52
Jonsbo D31 STD Screen,MicroATX Mini Tower,Black,None,Tempered Glass,31.3,1,0,
Fractal Design Pop Air,ATX Mid Tower,White,None,Tempered Glass,46.2,2,3,
Gigabyte AORUS C300,ATX Mid Tower,Black,None,Tinted Tempered Glass,,2,1,
DAN Cases A4-SFXv4.1,Mini ITX Desktop,Silver,None,None,7.5,0,2,
Cooler Master MasterBox NR200P,Mini ITX Desktop,Pink,None,Tempered Glass,20.3,2,2,
SSUPD Meshlicious,Mini ITX Tower,Black,None,Mesh,14.7,0,11,
Thermaltake Divider 170 TG Snow ARGB,MicroATX Mid Tower,White / Black,None,Tempered Glass,36.5,2,1,
MagniumGear NEO QUBE 2 Infinity Mirror,ATX Mid Tower,Black,None,Tempered Glass,55.9,2,5,
Antec Performance 1 FT ARGB,ATX Full Tower,Black / Gray,None,Tempered Glass,62.7,2,1,
Thermaltake V3 Black Edition,ATX Mid Tower,Black,None,Acrylic,38.5,4,21,
Enermax ECA892BG-1350,ATX Mid Tower,Black,1350 W,None,57.5,6,0,
NZXT Noctis 450,ATX Mid Tower,Black / Red,None,Acrylic,,6,23,
Deepcool Wave V2,MicroATX Mini Tower,Black,None,None,24,2,0,
Corsair Carbide Series 678C,ATX Mid Tower,Black,None,Tempered Glass,65.2,6,1,
NZXT H200,Mini ITX Tower,White,None,Tempered Glass,27.3,1,20,
Phanteks Eclipse P400S,ATX Mid Tower,Black / White,None,Tinted Tempered Glass,45.9,2,29,
Cooler Master MasterBox MB520 RGB,ATX Mid Tower,Black,None,Tempered Glass,,2,18,
darkFlash DLM 22,MicroATX Mid Tower,Black,None,Tempered Glass,,2,6,
Antec P120 Crystal,ATX Mid Tower,Black,None,Tempered Glass,,2,5,
Fractal Design Define 7,ATX Mid Tower,White,None,Tempered Glass,62.4,6,9,
Xigmatek Nemesis M,MicroATX Mini Tower,Black,None,Tempered Glass,26.7,2,0,
Ocelot OGEC02,ATX Mid Tower,Black,None,Tempered Glass,35,2,0,
CiT RAIDER RGB,ATX Mid Tower,Black,None,Tempered Glass,37.8,2,1,
Chieftec CI-01B-OP,MicroATX Desktop,Black,None,None,33.6,2,0,100.15
RAIJINTEK PONOS MS,ATX Mid Tower,Black,None,Tempered Glass,45,3,0,
Thermaltake The Tower 500,ATX Mid Tower,White,None,Tempered Glass,93.9,8,2,
Silverstone DS380B,Mini ITX Tower,Black,None,None,,0,4,224.25
GameMax Mini Abyss H608,MicroATX Mid Tower,Black,None,Tempered Glass,32.3,2,0,
KOLINK Observatory HF Mesh ARGB,ATX Mid Tower,White,None,Tempered Glass,35,4,0,
be quiet! Pure Base 501 LX,ATX Mid Tower,White,None,Tempered Glass,48.1,2,0,99.99
Thermaltake View 290 TG ARGB,ATX Mid Tower,White,None,Tempered Glass,57.4,2,0,109.99
Antec Dark League DF800 FLUX,ATX Mid Tower,Black,None,Tempered Glass,,3,5,
In Win 503,ATX Mid Tower,Black / Red,None,Acrylic,,4,3,
GameMax Silent,ATX Mid Tower,Black,None,None,51.1,2,1,
KOLINK Big Chungus UNIT,ATX Full Tower,Black,None,Tempered Glass,146.1,2,0,
ENDORFY Regnum 400 Air,ATX Mid Tower,Black,None,Tempered Glass,45.9,2,0,158.97
Sliger CX2151x,Rackmount 2U,Black,None,None,14.5,2,0,269
SHARKOON PURE STEEL RGB,ATX Mid Tower,Black,None,Tempered Glass,,3,2,
Cougar Uniface Mini,MicroATX Mini Tower,Black,None,Tempered Glass,34.6,2,1,
Corsair Carbide Series 500R,ATX Mid Tower,White / Black,None,None,54.2,6,58,
Phanteks Eclipse P600S,ATX Mid Tower,White,None,Tempered Glass,,4,0,
Thermaltake CTE T500 Air,ATX Full Tower,Black,None,Tempered Glass,87.3,4,1,
Thermalright TL-M10,MicroATX Mid Tower,White,None,Tempered Glass,49.3,2,2,
Sliger CX3171a,Rackmount 3U,Black,None,None,24.7,0,0,319
Antec Three Hundred,ATX Mid Tower,Black,None,None,43.5,6,12,
Rosewill CHALLENGER,ATX Mid Tower,Black,None,None,38.4,5,32,
Cooler Master HAF 922,ATX Mid Tower,Black,None,None,71.5,5,24,
Thermaltake Chaser MK-I,ATX Full Tower,Black,None,Acrylic,77.9,6,29,
Cooler Master Cosmos II,ATX Full Tower,Black / Silver,None,Tinted Tempered Glass,160.8,13,1,
Corsair Carbide Series 300R Windowed,ATX Mid Tower,Black,None,Acrylic,45.7,4,45,
NZXT Phantom 530,ATX Full Tower,Red,None,Acrylic,72.7,6,9,
Phanteks Enthoo Pro,ATX Full Tower,Black,None,None,68.6,6,0,
Zalman Z1 NEO,ATX Mid Tower,Black,None,Acrylic,,4,4,
NZXT S340 Elite,ATX Mid Tower,Black / Red,None,Tempered Glass,41.6,2,37,
Fractal Design Focus G,ATX Mid Tower,Black / Red,None,Acrylic,42.2,2,9,
In Win 101,ATX Mid Tower,White,None,Tempered Glass,48.3,2,10,
NZXT H400i,MicroATX Mini Tower,Black,None,Tempered Glass,36.9,1,11,
Lian Li O11D-PCMR,ATX Full Tower,Black,None,Tinted Tempered Glass,54,3,7,
In Win A1 Plus,Mini ITX Tower,Black,650 W,Tempered Glass,21.8,0,17,
Fractal Design Define R6 USB-C,ATX Mid Tower,Black / White,None,Tempered Glass,56.7,6,12,
GameMax Centauri,MicroATX Mid Tower,Black / Gray,None,Acrylic,34.7,2,0,
Thermaltake Level 20 HT,ATX Full Tower,Black,None,Tempered Glass,144.3,4,0,
SHARKOON TG6 RGB,ATX Mid Tower,Black,None,Tempered Glass,,3,1,
Anidees AI CRYSTAL XL PRO,ATX Full Tower,Black,None,Tempered Glass,,0,0,
darkFlash DLX21 Mesh,ATX Mid Tower,White,None,Tempered Glass,,2,2,
Thermaltake The Tower 100,Mini ITX Tower,Green / Black,None,Tempered Glass,32.7,2,1,
Cooler Master MasterBox K501L RGB,ATX Mid Tower,Black,None,Tempered Glass,,2,1,
Aerocool Trinity Mini V3,MicroATX Mini Tower,White,None,Tempered Glass,28.1,2,0,
Deepcool MATREXX 50 MESH 4FS,ATX Mid Tower,Black,None,Tempered Glass,44.5,2,0,
NZXT H7,ATX Mid Tower,Black,None,Tempered Glass,55.8,2,2,
Lian Li Lancool II Mesh C Performance,ATX Mid Tower,Black,None,Tempered Glass,54.1,3,8,
Lian Li A4-H20 X3,Mini ITX Desktop,Black,None,Mesh,11.1,0,0,
Azza Spectra,ATX Mid Tower,Black,None,Tempered Glass,33.4,2,0,
CiT S8i,MicroATX Desktop,Black,None,None,8.6,1,0,
Thermaltake Core P5 V2,ATX Mid Tower,Black,None,Tempered Glass,115.4,6,1,
Raidmax Infinita i600,MicroATX Mini Tower,Black,None,Tempered Glass,43.8,2,0,
ALPHAGEAR Monarch RGB,MicroATX Mid Tower,Black,None,Tempered Glass,32.6,1,0,
Thermaltake Ceres 330 ARGB,ATX Mid Tower,Black,None,Tempered Glass,53.9,1,0,
KOLINK Citadel Mesh RGB,MicroATX Mini Tower,White,None,Tempered Glass,34.5,2,4,
Sliger CX4170i,Rackmount 4U,Black,None,None,33.1,3,0,269
NOX Hummer TGM,ATX Mid Tower,,None,Tempered Glass,36.6,2,0,
Thermaltake Versa H17,MicroATX Mini Tower,Black,None,Acrylic,30.4,2,3,
Fractal Design Define 7,ATX Mid Tower,White,None,None,62.4,6,2,
NOX Hummer Quantum,ATX Mid Tower,Black,None,Tempered Glass,47.9,2,0,
Sliger CX4150i,Rackmount 4U,Black,None,None,29.2,0,0,259
Cougar Panzer Max,ATX Full Tower,Black,None,Acrylic,90.5,2,4,
Lian Li LANCOOL 205 Mesh,ATX Mid Tower,White / Black,None,Tempered Glass,41.3,2,3,239.95
iBuypower Element 9 PRO,ATX Mid Tower,White,None,Tempered Glass,49.2,2,0,109.99
In Win 101,ATX Mid Tower,Black,None,Tempered Glass,48.3,2,9,
Cougar Conquer,ATX Mid Tower,Black / Orange,None,Tempered Glass,101.3,3,2,
Cooler Master MasterBox MB511 RGB,ATX Mid Tower,Black,None,Tempered Glass,,2,22,149.99
BitFenix Nova Mesh SE,ATX Mid Tower,White,None,Tempered Glass,36.1,2,4,
Antec P280,ATX Mid Tower,Black / Gray,None,None,68,6,7,
NZXT Phantom 820,ATX Full Tower,Black,None,Acrylic,92.8,6,18,
NZXT H630,ATX Full Tower,White,None,None,,8,1,
NZXT Phantom,ATX Full Tower,White / Black,None,None,74.3,7,52,
Cooler Master MasterCase Maker 5,ATX Mid Tower,Black,None,Acrylic,,5,10,
Cooler Master MasterBox 5,ATX Mid Tower,Black,None,Acrylic,52.2,2,10,
Cougar Panzer,ATX Mid Tower,Black,None,Tempered Glass,61.1,2,7,
Deepcool Gamer Storm Quadstellar,ATX Desktop,Black,None,None,,8,0,
Corsair Carbide Series 275Q,ATX Mid Tower,Black,None,None,44.1,2,3,
In Win BQ656T.AD150TB3,Mini ITX Tower,Black,150 W,None,,0,1,
NZXT Cyberpunk 2077 H710i,ATX Mid Tower,Red / Black,None,Tempered Glass,58.6,4,0,
Antec NX400,ATX Mid Tower,Black,None,Tempered Glass,45.5,2,7,
Aerocool Rift,ATX Mid Tower,Black,None,Acrylic,36.9,2,2,
MSI MPG GUNGNIR 100D,ATX Mid Tower,Black / Red,None,Tempered Glass,60.8,2,1,
Rosewill Zircon I,ATX Mid Tower,Black,None,Tempered Glass,43.4,2,2,
Tecware Forge M ARGB,MicroATX Mini Tower,Black,None,Tempered Glass,34.4,1,3,
Cooler Master MasterFrame 700,ATX Full Tower,Black,None,Tempered Glass,,4,1,
Deepcool MACUBE 310P,ATX Mid Tower,White,None,Tempered Glass,45.2,2,0,
Zalman Z10 PLUS,ATX Mid Tower,Black,None,Tempered Glass,51.6,2,1,
Fractal Design Torrent Compact RGB,ATX Mid Tower,White,None,Tempered Glass,46.7,1,0,
Apevia Destiny Flow,ATX Mid Tower,White,None,Tempered Glass,,2,0,
KOLINK Unity Cascade ARGB,ATX Mid Tower,Black,None,Tempered Glass,41.9,2,0,
YEYIAN Armageddon 2200,ATX Mid Tower,Black,None,Tempered Glass,44,2,0,
GAMDIAS TALOS E3 MESH ELITE,ATX Mid Tower,White,None,Tempered Glass,48.6,2,0,
Ocypus Iota C70 ARGB,ATX Mid Tower,Black,None,Tempered Glass,48.6,2,0,
Genesis Irid 505F,ATX Mid Tower,Black,None,Tempered Glass,50.2,2,0,160.38
GAMDIAS ATLAS P2 CG,ATX Mid Tower,Black,None,Tempered Glass,56.5,3,0,
Fractal Design Core 1000,MicroATX Mini Tower,Black,None,None,26.1,2,8,
Mars Gaming MC-400,MicroATX Mini Tower,White,None,Tempered Glass,29.9,2,0,
Antec P10 FLUX,ATX Mid Tower,Black,None,None,,3,1,116.99
Silverstone ALTA G1M,MicroATX Mid Tower,,None,None,,4,2,178.34
Azza Celesta 340F,ATX Mid Tower,Black,None,Tempered Glass,40.2,2,0,67.98
In Win A3,MicroATX Mini Tower,Black,None,Tempered Glass,29.9,2,1,133.33
Inter-Tech IM-2 Expander,MicroATX Mid Tower,Black,None,Mesh,30.7,6,1,
KOLINK Unity Adapt ARGB,ATX Mid Tower,Black,None,Tempered Glass,51.3,2,0,
Silverstone GD10B,HTPC,Black,None,None,27.4,2,0,163.58
Zalman Z1 Iceberg,MicroATX Mid Tower,White,None,Tempered Glass,38.5,2,0,
Tempest Shade RGB,ATX Mid Tower,Black,None,Acrylic,,2,0,
Silverstone FARA 512Z,ATX Mid Tower,Black,None,Tempered Glass,43.3,2,0,99.99
Xilence Xilent Breeze,ATX Mid Tower,Black,None,Tempered Glass,44.5,2,1,262.62
HYTE Y60 Hakos Baelz,ATX Mid Tower,Black / Red,None,Tempered Glass,60,2,0,280
Deepcool MORPHEUS,ATX Full Tower,Black,None,Tempered Glass,72.7,2,0,
Sliger CX3170a XL,Rackmount 3U,Black,None,None,24.7,3,0,259
Thermaltake The Tower 100,Mini ITX Tower,Turquoise / Black,None,Tempered Glass,32.7,2,0,
In Win 303,ATX Mid Tower,White,None,Tempered Glass,,2,13,
Fractal Design Define Mini C TG,MicroATX Mid Tower,Black,None,Tempered Glass,36.9,2,40,
Deepcool E-Shield,ATX Mid Tower,Black,None,Tempered Glass,43.9,2,4,
Phanteks Evolv Shift 2,Mini ITX Tower,Black,None,Tempered Glass,22.8,1,1,
Aerocool Falcon V2,ATX Mid Tower,Black,None,Tempered Glass,33.6,1,1,
Deepcool Quadstellar Infinity,ATX Mid Tower,Black,None,Tempered Glass,129.9,3,0,
Chieftec SCORPION 3,ATX Mid Tower,Black,None,Tempered Glass,43.3,2,0,
Apevia X-FIT-100,Mini ITX Tower,Black,250 W,None,4.7,0,1,
Raidmax Simplex ATX-618B,MicroATX Mid Tower,Black,None,None,43.4,5,0,
Corsair Obsidian Series 650D,ATX Mid Tower,Black,None,Acrylic,64.7,5,7,
Thermaltake Level 10 GT,ATX Full Tower,Black,None,Acrylic,97.2,5,7,
Asus VENTO 3600 RED,ATX Mid Tower,Red,None,None,101.8,3,0,
Fractal Design Arc Mini R2,MicroATX Mini Tower,Black,None,Acrylic,41.1,6,20,
MSI Blitz,ATX Mid Tower,Black / Blue,650 W,Acrylic,76.1,5,0,
SHARKOON VS4-W,ATX Mid Tower,Black / Blue,None,Acrylic,,3,2,
Corsair Carbide Series SPEC-ALPHA,ATX Mid Tower,Black / Red,None,Acrylic,,3,18,
Thermaltake View 31 TG,ATX Mid Tower,Black,None,Acrylic,63.5,3,8,
Cooler Master Cosmos C700P Black Edition,ATX Full Tower,Black,None,Tempered Glass,127.3,2,0,
EVGA DG-77,ATX Mid Tower,Black,None,Tempered Glass,,2,4,
Corsair SPEC-OMEGA RGB,ATX Mid Tower,White / Black,None,Tempered Glass,,3,11,
Corsair Carbide Series SPEC-06,ATX Mid Tower,Black,None,Tempered Glass,,2,7,
Fractal Design Define S2,ATX Mid Tower,Black / White,None,Tinted Tempered Glass,58.8,3,2,
Tecware Nexus,ATX Mid Tower,Black,None,Tempered Glass,,2,0,
Aerocool Cylon Mini,MicroATX Mini Tower,Black,None,Acrylic,,2,2,
NZXT H210,Mini ITX Tower,Black / Red,None,Tempered Glass,27.3,1,3,
Cooler Master MasterBox NR600P,ATX Mid Tower,Black,None,None,,3,0,
ABKONCORE C750,ATX Mid Tower,Black,None,Tempered Glass,32.3,2,0,
Fractal Design Torrent,ATX Mid Tower,Gray,None,Tinted Tempered Glass,69.8,2,4,
Montech AIR 1000 PREMIUM,ATX Mid Tower,White,None,Tempered Glass,45.3,2,4,
Cougar Cratus,ATX Mid Tower,Black,None,Tempered Glass,114.3,2,0,
Fractal Design Ridge PCIe 3.0,Mini ITX Tower,White,None,Mesh,16.3,0,2,
Phanteks Eclipse G300A ,ATX Mid Tower,Black,None,Tempered Glass,37.2,1,5,
Antec AX20 Elite,ATX Mid Tower,Black,None,Tempered Glass,33.4,2,0,
SAMA ARGB-Q5,MicroATX Mini Tower,White,None,Tempered Glass,31.5,2,6,
Aerocool Viewport Mini V2,MicroATX Mini Tower,Black,None,Tempered Glass,35,1,0,
darkFlash DPW90M,MicroATX Mid Tower,Black,None,Tempered Glass,48.5,2,0,
darkFlash DY460 4F,ATX Mid Tower,Black,None,Tempered Glass,58.2,2,0,
In Win A5,ATX Mid Tower,Black,None,Tempered Glass,34.9,2,0,120
Thermaltake TR200,MicroATX Mid Tower,Black / Brown,None,Mesh,39.6,1,0,89.99
KOLINK Void Rift,ATX Mid Tower,Black,None,Tempered Glass,38.8,2,0,
Cougar Gemini S,ATX Mid Tower,Gray / Black,None,Tempered Glass,,2,0,89.99
Jonsbo UMX6,ATX Full Tower,Black,None,None,54.1,2,0,
Silverstone ML07B,HTPC,Black,None,None,13.9,1,11,
Silverstone FTZ01-E,Mini ITX Desktop,Black,None,None,,0,0,188.79
Silverstone Precision PS15 RGB,MicroATX Mid Tower,Black,None,Tempered Glass,25.7,1,3,76.38
KOLINK Unity Lateral Performance,ATX Mid Tower,Black,None,Tempered Glass,53.4,2,1,
Cougar Uniface Mini RGB,MicroATX Mini Tower,Black,None,Tempered Glass,34.6,2,0,
Jonsbo D30,MicroATX Mini Tower,Black,None,Tempered Glass,26.6,1,4,
KOLINK Inspire K6,MicroATX Mini Tower,Black,None,Tempered Glass,32.7,2,0,
ADATA XPG DEFENDER PRO,ATX Mid Tower,Black,None,Tempered Glass,47.7,2,0,
ALPHAGEAR Tempest Mesh ARGB,ATX Mid Tower,Black,None,Tempered Glass,42.1,1,0,
Deepcool TESSERACT BF,ATX Mid Tower,Black / Red,None,Acrylic,36.4,4,17,
Phanteks Eclipse P600S,ATX Mid Tower,White / Black,None,Tinted Tempered Glass,,4,22,
Jonsbo Jonsplus i100 Pro,Mini ITX Desktop,Black,None,Tempered Glass,25.9,1,0,
MagniumGear NEO QUBE 2,ATX Mid Tower,Black,None,Tempered Glass,55.9,2,1,
Cooler Master HAF 700,ATX Full Tower,White,None,Tempered Glass,83.6,9,0,
Silverstone FARA R1 PRO V2,ATX Mid Tower,Black,None,Tempered Glass,40.1,2,0,
Cougar MX600 RGB,ATX Full Tower,White,None,Tempered Glass,57.8,1,1,
Antec Sonata III,ATX Mid Tower,Black,500 W,None,40.2,4,1,
Cooler Master Elite 431 Plus,ATX Mid Tower,Black,None,Acrylic,40.4,5,23,
NZXT Phantom 410,ATX Mid Tower,Black,None,Acrylic,58.5,6,57,
Cooler Master CM 690 II,ATX Mid Tower,Black,None,None,57.4,6,5,
Cooler Master Elite 342,MicroATX Mini Tower,Black,400 W,None,27.9,5,2,
NZXT Phantom 820,ATX Full Tower,Gunmetal,None,Acrylic,92.8,6,8,
Cooler Master CM Storm Scout 2 Advanced,ATX Mid Tower,Black,None,Acrylic,61.6,7,2,
Corsair Carbide Series Air 240,MicroATX Mid Tower,White,None,Acrylic,32.8,3,38,
Corsair Graphite Series 380T,Mini ITX Tower,Black / White,None,None,41,2,7,
Fractal Design Define S,ATX Mid Tower,Black,None,Acrylic,57.7,3,44,
Rosewill NIGHTHAWK 117,ATX Full Tower,Black,None,Acrylic,,8,4,
Zalman Z9 NEO,ATX Mid Tower,White,None,Acrylic,,4,4,
Corsair Carbide Series SPEC-ALPHA,ATX Mid Tower,White / Red,None,Acrylic,,3,8,
Thermaltake Core X5,ATX Desktop,Black,None,Acrylic,92.8,4,3,
Deepcool SMARTER,MicroATX Mini Tower,Black,None,None,30.8,2,0,
Phanteks Enthoo EVOLV ITX TG,Mini ITX Desktop,Black,None,Tinted Tempered Glass,34.1,2,13,
Asus TUF Gaming GT501 Demon Slayer Edition,ATX Mid Tower,Yellow / Black,None,Tempered Glass,75.5,4,0,
Golden Field Z3,ATX Mid Tower,Black,None,Tempered Glass,,2,0,
Fractal Design Era ITX,Mini ITX Desktop,Silver / Black,None,None,16.7,1,0,
ADATA XPG INVADER,ATX Mid Tower,Black,None,Tempered Glass,,2,2,
Nanoxia Rexgear 2 Limited Edition,MicroATX Mini Tower,Black,None,Acrylic,,3,0,
Montech AIR X Black,ATX Mid Tower,Black,None,Tempered Glass,,2,8,
SilentiumPC Signum SG1 TG,ATX Mid Tower,Black,None,Tempered Glass,,2,0,
Jonsbo Jonsplus i100 Pro,Mini ITX Desktop,Silver / Black,None,Tempered Glass,25.9,1,1,
In Win Chopin Pro,HTPC,Black,200 W,Mesh,4.4,0,0,
Empire Gaming Diamond,ATX Mid Tower,Black,None,Tempered Glass,48.5,2,1,
darkFlash Space,ATX Desktop,Black,None,Tempered Glass,48.6,2,1,
DIYPC ARGB-R1,ATX Mid Tower,Black,None,Tempered Glass,,0,0,
Mechanic Master C24 Sweet Cube Classic,Mini ITX Tower,White,None,Tempered Glass,9.9,1,0,
In Win 904,ATX Mid Tower,Black,None,Tempered Glass,,3,0,59.99
Thermaltake Versa C22 RGB,ATX Mid Tower,Black,None,Acrylic,52.2,2,0,59.99
Silverstone TJ04B-E,ATX Mid Tower,Black,None,None,51,9,0,250.46
G.Skill Z5i,Mini ITX Tower,Black,None,Tempered Glass,24.4,1,0,
Geometric Future Model 5 Vent,ATX Mid Tower,Black / Yellow,None,Tempered Glass,53.8,2,1,99.9
Silverstone FARA H1M,MicroATX Mini Tower,White,None,Tempered Glass,30.1,2,1,70.06
Thermaltake Divider 200 TG Air Snow,MicroATX Mini Tower,White,None,Tempered Glass,51.6,3,0,149.99
Thermaltake S250 TG ARGB,ATX Mid Tower,Black,None,Tempered Glass,49.4,2,0,
In Win BK623.BH300TB3,MicroATX Mini Tower,Black / Silver,300 W,None,12.3,1,0,
Corsair 5000T,ATX Mid Tower,White,None,Tempered Glass,74.5,2,0,244.99
Thermaltake CTE E550,ATX Mid Tower,White,None,Tempered Glass,77.4,3,0,159.99
HYTE Y60 Ouro Kronii,ATX Mid Tower,White / Gold,None,Tempered Glass,60,2,1,280
SHARKOON VS9 RGB,ATX Mid Tower,White,None,Tempered Glass,42.1,2,0,
SHARKOON VK3,ATX Mid Tower,Black,None,None,40.5,2,0,
Zalman S5,ATX Mid Tower,Black,None,Tempered Glass,,2,1,
Jonsbo TB01,ATX Test Bench,Black,None,None,50.5,4,0,
GameMax Spark,MicroATX Mid Tower,Black,None,Tempered Glass,26.5,1,0,
Sliger CX2177c,Rackmount 2U,Black,None,None,16.4,2,0,239
Thermaltake Core G3,ATX Mid Tower,Black,None,Acrylic,23.6,2,4,
Inter-Tech X-908 Infini2,ATX Mid Tower,Black,None,Tempered Glass,,3,0,
EVGA Hadron,Mini ITX Tower,Black,500 W,Acrylic,14.2,2,20,
Cougar DarkBlader X5 RGB,ATX Mid Tower,Black,None,Tempered Glass,50,2,1,271.86
GAMDIAS MARS E2,MicroATX Mid Tower,Black,None,Tempered Glass,,2,1,69.99
Zalman Z10,ATX Mid Tower,Black,None,Tempered Glass,51.6,2,0,
Cooler Master Elite 300 Steel,MicroATX Mid Tower,Black,None,None,35.8,2,0,
Fractal Design Define R5 Blackout Edition,ATX Mid Tower,Black,None,Acrylic,54.2,8,16,
Lian Li PC-O11 Air,ATX Full Tower,Black,None,Tempered Glass,60.2,3,6,
RAIJINTEK OPHION EVO,Mini ITX Desktop,Black,None,Acrylic,,1,4,
Inter-Tech IM-1 POCKET,MicroATX Mini Tower,Black,None,Mesh,21.9,4,0,
Acer Predator MI900,Mini ITX Tower,White / Black,None,Mesh,15.5,0,0,
ADATA XPG VALOR AIR NANO,MicroATX Mini Tower,Black,None,Mesh,34.2,1,0,
Rosewill THOR V2,ATX Full Tower,White / Black,None,None,74.8,6,15,
Xigmatek Elysium,ATX Full Tower,Black,None,Acrylic,93.9,8,1,
Cooler Master Silencio 550,ATX Mid Tower,Black,None,None,47.9,7,5,
Thermaltake Commander MS/I Snow Edition,ATX Mid Tower,White / Black,None,Acrylic,41.9,5,39,
Zalman Z11,ATX Mid Tower,Black,None,Acrylic,68,5,8,
Zalman Z11 Plus,ATX Mid Tower,Black,None,Acrylic,68,5,43,
Fractal Design Arc Midi R2,ATX Mid Tower,Black,None,Acrylic,55.6,8,50,
NZXT Phantom 240,ATX Mid Tower,Black / White,None,Acrylic,,6,26,
be quiet! Silent Base 800,ATX Mid Tower,Black,None,None,,7,2,
Thermaltake Versa N21,ATX Mid Tower,Black,None,Acrylic,51.5,3,12,
Antec P380,ATX Full Tower,Black,None,Acrylic,,8,0,
Corsair Carbide Series 600C,ATX Full Tower,Black,None,Acrylic,63.2,2,9,
Phanteks Eclipse P400,ATX Mid Tower,Black,None,Tinted Acrylic,45.9,2,34,
Antec Sonata II,ATX Mid Tower,Black,450 W,None,,4,1,
Cooler Master MasterBox Lite 5 RGB,ATX Mid Tower,Black,None,Tempered Glass,42.7,2,15,
Deepcool Frame,MicroATX Mid Tower,Black,None,None,,3,2,
Phanteks Eclipse P300,ATX Mid Tower,,None,Tinted Tempered Glass,36,2,14,
Lian Li LANCOOL ONE Digital,ATX Mid Tower,Gold / White,None,Tempered Glass,46.7,2,3,
PrimoChill Praxis WetBench,ATX Test Bench,Black,None,None,,4,1,
MagniumGear Neo Air ATX,ATX Mid Tower,White / Black,None,Tempered Glass,41.4,2,6,
GAMDIAS TALOS E1,MicroATX Mini Tower,Black,None,Tempered Glass,25.3,1,3,
SilentiumPC Regnum RG4T,ATX Mid Tower,Black,None,Tempered Glass,46.8,3,0,
GameMax F15M Mesh,ATX Mid Tower,Black,None,Tempered Glass,,4,4,
Phanteks ECLIPSE P500A,ATX Mid Tower,White,None,Tempered Glass,,2,0,
darkFlash DLX21 Mesh,ATX Mid Tower,Black,None,Tempered Glass,,2,0,
Jonsbo T8,Mini ITX Desktop,Black,None,Tempered Glass,8.4,1,1,
Tecware Forge S,ATX Mid Tower,Black,None,Tempered Glass,,2,0,
MUSETEX MK7-GN5,MicroATX Mini Tower,Black,None,Tempered Glass,37.7,2,1,
Thermaltake Core P6,ATX Mid Tower,White / Black,None,Tempered Glass,76.4,4,1,179.95
Fractal Design Pop Air,ATX Mid Tower,Green / Black,None,Tempered Glass,46.2,2,0,
Jonsbo VR3,Mini ITX Tower,Black,None,Mesh,19.9,0,0,
MagniumGear Neo Air 2,ATX Mid Tower,Black / Brown,None,Tempered Glass,41.9,2,2,
SHARKOON Rebel C70G RGB,ATX Mid Tower,Brown / Black,None,Tempered Glass,54.5,3,1,
GameMax N80,ATX Mid Tower,Black,None,Tempered Glass,56,1,0,
Armoury D60,ATX Mid Tower,White,None,Tempered Glass,59.3,1,0,
LC-Power Gaming 8001B Pro-Storm,ATX Mid Tower,White,None,Tempered Glass,53.6,2,0,
Cooler Master MasterBox 5T,ATX Mid Tower,Black / Red,None,Acrylic,,2,2,
