Name,Form Factor,Efficiency Rating,Wattage,Modular,Rating,Price
Thermaltake Toughpower iRGB PLUS,ATX,80+ Titanium,1250 W,Full,1,
Thermaltake Toughpower iRGB PLUS 1000,ATX,80+ Gold,1000 W,Full,1,
Thermaltake Toughpower iRGB PLUS 1000 Platinum,ATX,80+ Platinum,1000 W,Full,1,
Thermaltake Toughpower iRGB PLUS 1200 Platinum,ATX,80+ Platinum,1200 W,Full,3,
Thermaltake Toughpower iRGB PLUS 750,ATX,80+ Gold,750 W,Full,1,134.99
Thermaltake Toughpower iRGB PLUS 850,ATX,80+ Gold,850 W,Full,0,
Thermaltake Toughpower iRGB PLUS 850 Platinum,ATX,80+ Platinum,850 W,Full,1,
Thermaltake Toughpower iRGB PLUS TT Premium Edition,ATX,80+ Titanium,1650 W,Full,0,
Thermaltake Toughpower iRGB PLUS TT Premium Edition,ATX,80+ Titanium,1250 W,Full,1,
Thermaltake Toughpower PF1 - TT Premium Edition,ATX,80+ Platinum,650 W,Full,1,
Thermaltake Toughpower PF1 - TT Premium Edition,ATX,80+ Platinum,850 W,Full,2,
Thermaltake Toughpower PF1 - TT Premium Edition,ATX,80+ Platinum,1050 W,Full,0,
Thermaltake TOUGHPOWER PF1 ARGB,ATX,80+ Platinum,1050 W,Full,1,
Thermaltake Toughpower PF3,ATX,80+ Platinum,1200 W,Full,2,
Thermaltake Toughpower PF3,ATX,80+ Platinum,1050 W,Full,1,
Thermaltake Toughpower PF3,ATX,80+ Platinum,750 W,Full,0,
Thermaltake Toughpower PF3-L,ATX,80+ Platinum,1050 W,Full,0,189.99
Thermaltake Toughpower SFX,SFX,80+ Platinum,750 W,Full,0,169.99
Thermaltake Toughpower SFX,SFX,80+ Gold,850 W,Full,4,
Thermaltake Toughpower SFX,SFX,80+ Gold,1000 W,Full,1,
Thermaltake Toughpower SFX 600W Gold,SFX,80+ Gold,600 W,Full,1,
Thermaltake Toughpower TF1 - TT Premium,ATX,80+ Titanium,1550 W,Full,1,
Thermaltake Toughpower XT,ATX,80+ Bronze,675 W,Semi,1,
Thermaltake Toughpower XT,ATX,80+ Bronze,875 W,Full,0,
Thermaltake TPD-0550M,ATX,80+ Gold,550 W,Semi,5,
Thermaltake TR2,ATX,80+ Bronze,500 W,No,3,
Thermaltake TR2,ATX,80+ Bronze,380 W,No,0,
Thermaltake TR2,ATX,,600 W,No,35,
Thermaltake TR2,ATX,80+ Bronze,750 W,Semi,4,
Thermaltake TR2,ATX,,700 W,No,5,
Thermaltake TR2,ATX,,500 W,No,20,
Thermaltake TR2,ATX,,500 W,No,2,
Thermaltake TR2,ATX,,430 W,No,8,
Thermaltake TR2,ATX,80+ Gold,450 W,No,1,
Thermaltake TR2 RX,ATX,80+ Bronze,850 W,Semi,4,
Thermaltake TR2 S,ATX,80+,600 W,No,1,
Thermaltake TR2 S,ATX,80+,700 W,No,0,
Thermaltake TR2 S,ATX,80+,650 W,No,3,
Thermaltake TR2 S 550W,ATX,80+,550 W,No,2,
Thermaltake W0328RU,ATX,,350 W,No,0,
Thortech Thunderbolt,ATX,80+ Gold,1200 W,Full,0,
Thortech Thunderbolt PLUS,ATX,80+ Gold,800 W,Full,0,
Topower GAPS-500LX,ATX,,500 W,No,0,
Topower GAPS-500MX,ATX,,500 W,Full,0,
Topower TOP-1000P12-ADJ,ATX,,1000 W,Semi,0,
Topower TOP-1000WG,ATX,80+ Gold,1000 W,No,0,
Topower TOP-1200W,ATX,80+,1200 W,Full,0,
Topower TOP-400W80,ATX,80+,400 W,No,0,
Topower TOP-400W801,ATX,80+,400 W,No,0,
Topower TOP-500PM,ATX,,500 W,No,0,
Topower TOP-500WB,ATX,80+ Bronze,500 W,No,0,
Topower TOP-600WB,ATX,80+ Bronze,600 W,No,0,
Topower TOP-650PM,ATX,,650 W,No,2,
Topower TOP-800WB,ATX,80+ Bronze,800 W,No,0,
Topower TOP-900W,ATX,80+,900 W,Full,0,
Topower ZU-1050W,ATX,,1050 W,No,0,
Topower ZU-400W12,ATX,,400 W,No,0,
Topower ZU-450W,ATX,,450 W,No,0,
Topower ZU-500W,ATX,,500 W,No,1,
Topower ZU-550W,ATX,,550 W,No,0,
Topower ZU-650W,ATX,,650 W,No,0,
Topower ZU-750W,ATX,,750 W,No,1,
Topower ZU-950,ATX,,950 W,No,0,
TUNIQ PSU-POT750-BK,ATX,80+ Bronze,750 W,No,0,
Ultra LSP,ATX,,450 W,No,0,
Ultra LSP,ATX,,550 W,No,3,
Ultra LSP650,ATX,,650 W,No,8,
Ultra LSP750,ATX,,750 W,No,1,
Ultra U12-42466,ATX,80+ Bronze,650 W,Semi,0,
Ultra U12-42467,ATX,80+ Bronze,750 W,Semi,1,
Ultra ULT-LS500,ATX,,500 W,No,0,
Ultra ULT-LSP550,ATX,,550 W,No,1,
Ultra X4,ATX,80+ Silver,1050 W,Full,0,
Ultra X4,ATX,80+ Bronze,750 W,Full,1,
Ultra X4 Special Edition,ATX,80+ Bronze,850 W,Full,1,
Ultra X4 Special Edition,ATX,80+ Bronze,1000 W,Full,0,
Vetroo 50315153244479,ATX,80+ Gold,850 W,Full,0,79.98
Vetroo 50315153277247,ATX,80+ Gold,850 W,Full,5,79.98
Vetroo CP-PSU-VT-850W-SFX ,SFX,80+ Gold,850 W,Full,1,119.99
Vetroo CP-PSU-VT-850W-SFX ,SFX,80+ Gold,850 W,Full,0,119.99
Vetroo CP-PSU-VT-850W-SFX ,SFX,80+ Gold,850 W,Full,0,119.99
Vetroo G5,ATX,80+ Gold,850 W,Full,1,
Vetroo G5,ATX,80+ Gold,850 W,Full,0,
Vetroo GV1000,ATX,80+ Gold,1000 W,Full,7,99.99
Vetroo GV1000,ATX,80+ Gold,1000 W,Full,0,99.99
Vetroo GV1000,ATX,80+ Gold,1000 W,Full,5,99.99
Vida ATX-500W,ATX,,500 W,No,0,
Vida Lite,ATX,,500 W,No,0,
Vida Lite,ATX,,750 W,No,1,
VisionTek 900346,ATX,,500 W,No,0,
VisionTek 900347,ATX,,650 W,No,0,
VisionTek 900349,ATX,80+ Bronze,800 W,No,0,
VisionTek 900488,ATX,,550 W,Full,0,75.7
VisionTek 900489,ATX,80+ Bronze,700 W,Semi,0,
VisionTek 900490,ATX,80+ Bronze,800 W,Semi,0,
VIVO 24K,ATX,80+ Gold,650 W,Full,0,
XClio DIAMONDPOWER 1080W,ATX,,1080 W,No,0,
XClio DIAMONDPOWER 880W,ATX,,880 W,No,0,
XClio GOODPOWER 500W,ATX,,500 W,No,0,
XClio Goodpower 550W,ATX,80+ Bronze,550 W,Full,0,
XClio Goodpower 650W,ATX,80+ Bronze,650 W,Full,0,
XClio Goodpower 750W,ATX,80+ Bronze,750 W,Full,0,
XClio GreatPower,ATX,80+,600 W,Full,0,
XClio STABLEPOWER 1000W,ATX,,1000 W,No,0,
XClio STABLEPOWER 460W,ATX,,460 W,No,0,
XClio STABLEPOWER 500W,ATX,,500 W,No,0,
XClio STABLEPOWER 850W,ATX,,850 W,No,0,
XClio STABLEPOWER GOLD 1000W,ATX,80+ Gold,1000 W,Full,0,
XClio STABLEPOWER GOLD 750W,ATX,80+ Gold,750 W,Full,0,
XFX Black Edition,ATX,80+ Silver,850 W,Full,0,
XFX Core Edition,ATX,80+ Bronze,650 W,No,1,
XFX Core Edition,ATX,80+ Bronze,450 W,No,0,
XFX Core Edition,ATX,80+ Bronze,750 W,No,3,
XFX P1-550S-XXB9,ATX,80+ Bronze,550 W,No,58,
XFX P1-550S-XXBA,ATX,80+ Bronze,550 W,No,0,
XFX P1-650S-CAB9,ATX,80+ Bronze,650 W,No,0,
XFX P1-650S-NLB9,ATX,80+ Bronze,650 W,No,10,
XFX P1-650X-CAG9,ATX,80+ Bronze,650 W,Full,1,
XFX P1-650X-CAH9,ATX,80+ Bronze,650 W,Full,0,
XFX P1-650X-XXB9,ATX,80+ Bronze,650 W,Semi,15,
XFX P1-750S-CAB9,ATX,80+ Bronze,750 W,No,0,
XFX P1-750S-NLB9,ATX,80+ Bronze,750 W,No,7,
XFX P1-750X-XXB9,ATX,80+ Bronze,750 W,Semi,9,
XFX P1-850S-CAB9,ATX,80+ Bronze,850 W,No,0,
XFX P1850SNLB9,ATX,80+ Bronze,850 W,No,2,
XFX P1-850X-XXB9,ATX,80+ Bronze,850 W,Semi,2,
XFX PRO Black Edition,ATX,80+ Gold,850 W,Full,19,
XFX ProSeries,ATX,80+ Platinum,1000 W,Full,1,
XFX ProSeries,ATX,80+ Gold,1050 W,Full,3,
XFX ProSeries,ATX,80+ Silver,750 W,Semi,5,
XFX ProSeries,ATX,80+ Silver,850 W,Semi,4,
XFX ProSeries,ATX,80+ Bronze,450 W,No,9,
XFX TS,ATX,80+ Bronze,550 W,No,10,
XFX TS,ATX,80+ Gold,650 W,No,2,
XFX TS,ATX,80+ Gold,550 W,No,3,
XFX TS,ATX,80+ Bronze,430 W,No,4,
XFX XT,ATX,80+ Bronze,600 W,No,1,
XFX XT,ATX,80+ Bronze,400 W,No,0,
XFX XTR,ATX,80+ Gold,750 W,Full,22,
XFX XTR,ATX,80+ Gold,650 W,Full,9,
XFX XTR,ATX,80+ Gold,550 W,Full,8,
Xigmatek ACXTNRP-PC402,ATX,80+ Bronze,400 W,No,0,
Xigmatek ACXTNRP-PC502,ATX,80+ Bronze,500 W,No,1,
Xigmatek Fury GD,ATX,80+ Gold,1100 W,Full,0,
Xigmatek NRP-MC1002,ATX,80+ Bronze,1000 W,Full,0,
Xigmatek NRP-MC702,ATX,80+ Bronze,700 W,Full,0,
Xigmatek NRP-MC802,ATX,80+ Bronze,800 W,Full,0,
Xigmatek NRP-PC602,ATX,80+ Bronze,600 W,No,0,
Xigmatek NRP-PC702,ATX,80+ Bronze,700 W,No,0,
Xigmatek Vector,ATX,80+ Gold,750 W,Semi,0,
Xilence Performance A+ III,ATX,80+ Bronze,450 W,No,0,
Xilence XP1050MR9,ATX,80+ Gold,1050 W,Full,0,
Xilence XP1050MR9.2,ATX,80+ Gold,1050 W,Full,0,
Xilence XP1250MR9,ATX,80+ Gold,1250 W,Full,0,
Xilence XP1250MR9.2,ATX,80+ Gold,1250 W,Full,0,
Xilence XP400R6,ATX,,400 W,No,1,
Xilence XP430R8,ATX,80+ Bronze,430 W,No,0,
Xilence XP450R10,ATX,80+ Bronze,450 W,No,0,
Xilence XP500R6,ATX,,500 W,No,1,
Xilence XP530R8,ATX,80+ Bronze,530 W,No,0,
Xilence XP550R10,ATX,80+ Bronze,550 W,No,0,
Xilence XP550R9,ATX,80+ Gold,550 W,No,0,
Xilence XP600R6,ATX,,600 W,No,0,
Xilence XP630R8,ATX,80+ Bronze,630 W,No,1,
Xilence XP650R10,ATX,80+ Bronze,650 W,No,0,103.79
Xilence XP650R12,ATX,80+ Gold,650 W,No,0,
Xilence XP650R6.2,ATX,80+,650 W,No,0,
Xilence XP650R9,ATX,80+ Gold,650 W,No,0,
Xilence XP700R6,ATX,,700 W,No,0,
Xilence XP730R8,ATX,80+ Bronze,730 W,No,0,
Xilence XP750MR9,ATX,80+ Gold,750 W,Semi,0,
Xilence XP750MR9.2,ATX,80+ Gold,750 W,Semi,0,
Xilence XP750R10,ATX,80+ Bronze,750 W,No,0,
Xilence XP750R12,ATX,80+ Gold,750 W,No,0,
Xilence XP750R12.ARGB,ATX,80+ Gold,750 W,No,0,
Xilence XP750R6.2,ATX,80+,750 W,No,0,102.5
Xilence XP830R8,ATX,80+ Bronze,830 W,No,0,
Xilence XP850MR9,ATX,80+ Gold,850 W,Semi,0,
Xilence XP850MR9.2,ATX,80+ Gold,850 W,Semi,0,
Xilence XP850R10,ATX,80+ Bronze,850 W,No,0,
Xilence XP850R12,ATX,80+ Gold,850 W,No,1,
Xion AXP-1000K14XE,ATX,80+ Bronze,1000 W,Semi,1,
Xion AXP-1000R14HE,ATX,80+ Bronze,1000 W,Full,0,
Xion AXP-700K14XE,ATX,80+ Bronze,700 W,Semi,0,
Xion AXP-700W14FG,ATX,80+ Gold,700 W,Full,0,
Xion AXP-850K14XE,ATX,80+ Bronze,850 W,Semi,0,
Xion AXP-850R14N,ATX,,850 W,No,0,
Xion EN-450F12BK,ATX,,450 W,No,0,
Xion EN-600F12,ATX,,600 W,No,0,
Xion XON-1000P14F,ATX,,1000 W,No,0,
Xion XON-1100P14HE,ATX,,1100 W,No,0,
Xion XON-1250P14HE,ATX,,1250 W,No,0,
Xion XON-700P12F,ATX,,700 W,No,0,
Xion XON-800R14N,ATX,,800 W,Full,0,
Xion XON-850P14F,ATX,,850 W,No,0,
YEYIAN Pegasus,ATX,80+ Platinum,1000 W,Full,0,
YEYIAN Raiden,ATX,80+ Bronze,750 W,No,0,
YEYIAN Raiden RGB,ATX,80+,500 W,No,0,
YEYIAN Thunder,ATX,80+ Bronze,650 W,No,0,
Zalman 1000-HP Plus,ATX,80+ Silver,1000 W,Full,0,
Zalman 1250 Platinum,ATX,80+ Platinum,1250 W,Semi,0,
Zalman 850-HP Plus,ATX,80+ Silver,850 W,Semi,0,
Zalman ACRUX,ATX,80+ Platinum,1200 W,Full,1,
Zalman ACRUX,ATX,80+ Platinum,1000 W,Full,0,
Zalman LE,ATX,,400 W,No,0,
Zalman TeraMax II,ATX,80+ Gold,750 W,Full,0,
Zalman TX,ATX,,700 W,No,1,
Zalman TX,ATX,,600 W,No,0,
Zalman TXII,ATX,80+,600 W,No,0,
Zalman TXIIv2,ATX,80+,800 W,No,0,
Zalman TXIIv2,ATX,80+,500 W,No,1,
Zalman ZM1000-HP,ATX,80+,1000 W,Full,0,
Zalman zm-400-LE,ATX,,400 W,No,1,
Zalman ZM460B-APS,ATX,,460 W,No,0,
Zalman ZM500-HP,ATX,,500 W,Semi,0,
Zalman zm-500-LE,ATX,,500 W,No,1,
Zalman ZM500-RS,ATX,80+,500 W,No,0,
Zalman zm-550-XG,ATX,80+ Gold,550 W,Semi,0,
Zalman ZM-600-GT,ATX,80+ Bronze,600 W,Semi,1,
Zalman ZM600-HP,ATX,,600 W,Full,1,
Zalman ZM600-ST,ATX,80+,600 W,No,0,
Zalman zm-650-XG,ATX,80+ Gold,650 W,Semi,0,
Zalman ZM660-XT,ATX,80+ Bronze,660 W,Full,0,
Zalman zm-750-XG,ATX,80+ Gold,750 W,Semi,0,
Zalman ZM770-XT,ATX,80+ Bronze,770 W,Full,0,
be quiet! System Power 7,ATX,80+ Bronze,300W,No,0,
Energon Eps-650W,ATX,80+,650 W,,,
Gigabyte Hercules Pro 430,ATX,80+,430 W,,,
