Name,Form Factor,Efficiency Rating,Wattage,Modular,Rating,Price
Corsair RM750e ,ATX,,750 W,Full,18,85.99
Corsair RM750e ,ATX,,750 W,Full,5,99.99
Corsair RM750e ,ATX,80+ Gold,750 W,Full,162,
Corsair RM750e ,ATX,80+ Gold,750 W,Full,21,170
Corsair RM750i,ATX,80+ Gold,750 W,Full,25,
Corsair RM750x,ATX,80+ Gold,750 W,Full,75,
Corsair RM750x ,ATX,,750 W,Full,9,114.99
Corsair RM750x ,ATX,80+ Gold,750 W,Full,74,139.99
Corsair RM750x ,ATX,80+ Gold,750 W,Full,151,
Corsair RM750x SHIFT,ATX,80+ Gold,750 W,Full / Side,3,79.99
Corsair RM750x SHIFT,ATX,80+ Gold,750 W,Full / Side,8,154.99
Corsair RM750x White,ATX,80+ Gold,750 W,Full,19,
Corsair RM750x White ,ATX,80+ Gold,750 W,Full,62,
Corsair RM850,ATX,80+ Gold,850 W,Full,83,
Corsair RM850,ATX,80+ Gold,850 W,Full,24,249
Corsair RM850,ATX,80+ Gold,850 W,Full,72,
Corsair RM850 ,ATX,80+ Gold,850 W,Full,95,
Corsair RM850e ,ATX,,850 W,Full,34,124.98
Corsair RM850e ,ATX,,850 W,Full,7,134.99
Corsair RM850e ,ATX,80+ Gold,850 W,Full,113,98.97
Corsair RM850e ,ATX,80+ Gold,850 W,Full,8,
Corsair RM850i,ATX,80+ Gold,850 W,Full,20,
Corsair RM850x,ATX,80+ Gold,850 W,Full,39,
Corsair RM850x ,ATX,,850 W,Full,52,129.99
Corsair RM850x ,ATX,80+ Gold,850 W,Full,222,219.99
Corsair RM850x ,ATX,80+ Gold,850 W,Full,167,197.87
Corsair RM850x ,ATX,80+ Gold,850 W,Full,63,
Corsair RM850x SHIFT,ATX,80+ Gold,850 W,Full / Side,12,139.99
Corsair RM850x SHIFT,ATX,80+ Gold,850 W,Full / Side,10,149.99
Corsair RM850x White,ATX,80+ Gold,850 W,Full,19,
Corsair RMx SHIFT ,ATX,,1000 W,Full / Side,1,209.99
Corsair RMx SHIFT ,ATX,,850 W,Full / Side,0,149.99
Corsair SF1000 ,SFX,80+ Platinum,1000 W,Full,41,239.9
Corsair SF1000L,SFX,80+ Gold,1000 W,Full,25,
Corsair SF450 ,SFX,80+ Platinum,450 W,Full,17,
Corsair SF450 ,SFX,80+ Gold,450 W,Full,67,
Corsair SF600 ,SFX,80+ Platinum,600 W,Full,88,
Corsair SF600 ,SFX,80+ Gold,600 W,Full,106,
Corsair SF750 ,SFX,80+ Platinum,750 W,Full,42,149.99
Corsair SF750 ,SFX,80+ Platinum,750 W,Full,266,
Corsair SF850 ,SFX,80+ Platinum,850 W,Full,33,178.99
Corsair SF850L,SFX,80+ Gold,850 W,Full,17,
Corsair TX550M,ATX,80+ Gold,550 W,Semi,0,
Corsair TX550M,ATX,80+ Bronze,550 W,Semi,3,
Corsair TX550M Gold,ATX,80+ Gold,550 W,Semi,72,
Corsair TX650,ATX,80+,650 W,No,13,
Corsair TX650,ATX,80+ Bronze,650 W,No,5,
Corsair TX650 V2,ATX,80+ Bronze,650 W,No,5,
Corsair TX650 V2,ATX,80+ Bronze,650 W,No,38,
Corsair TX650M,ATX,80+ Gold,650 W,Semi,6,
Corsair TX650M,ATX,80+ Bronze,650 W,Semi,17,
Corsair TX650M Gold,ATX,80+ Gold,650 W,Semi,69,
Corsair TX750,ATX,80+,750 W,No,10,
Corsair TX750 V2,ATX,80+ Bronze,750 W,No,27,
Corsair TX750 V2,ATX,80+ Bronze,750 W,No,7,
Corsair TX750M,ATX,80+ Gold,750 W,Semi,1,
Corsair TX750M,ATX,80+ Bronze,750 W,Semi,15,
Corsair TX750M Gold,ATX,80+ Gold,750 W,Semi,34,
Corsair TX850,ATX,80+,850 W,No,1,
Corsair TX850 V2,ATX,80+ Bronze,850 W,No,4,
Corsair TX850M,ATX,80+ Bronze,850 W,Semi,14,
Corsair TX850M Gold,ATX,80+ Gold,850 W,Semi,8,
Corsair TX950,ATX,80+ Bronze,950 W,No,3,
Corsair Vengeance 400,ATX,80+ Bronze,400 W,No,0,
Corsair Vengeance 500,ATX,80+ Bronze,500 W,No,0,
Corsair Vengeance 550M,ATX,80+ Bronze,550 W,Semi,1,
Corsair Vengeance 650M,ATX,80+ Silver,650 W,Semi,3,
Corsair Vengeance 650M,ATX,80+ Bronze,650 W,Semi,0,
Corsair Vengeance 750M,ATX,80+ Silver,750 W,Semi,3,
Corsair VS350,ATX,80+,350 W,No,1,
Corsair VS350,ATX,,350 W,No,4,
Corsair VS400,ATX,80+,400 W,No,1,
Corsair VS450,ATX,80+,450 W,No,7,
Corsair VS450,ATX,,450 W,No,14,
Corsair VS500,ATX,80+,500 W,No,9,
Corsair VS500 ,ATX,80+ Bronze,500 W,No,2,
Corsair VS550,ATX,,550 W,No,15,
Corsair VS550 ,ATX,80+,550 W,No,17,
Corsair VS600,ATX,80+,600 W,No,1,
Corsair VS600 ,ATX,80+ Bronze,600 W,No,1,
Corsair VS650,ATX,,650 W,No,6,
Corsair VS650 ,ATX,80+,650 W,No,8,
Corsair VX450,ATX,80+,450 W,No,1,
Corsair VX550,ATX,80+,550 W,No,1,
Cougar A,ATX,80+ Bronze,660 W,No,0,
Cougar BXM700,ATX,80+ Bronze,700 W,Semi,0,
Cougar BXM750,ATX,80+ Bronze,750 W,Semi,0,
Cougar BXM850,ATX,80+ Bronze,850 W,Semi,0,
Cougar CMD 500,ATX,80+ Bronze,500 W,Semi,0,
Cougar CMD 600,ATX,80+ Bronze,600 W,Semi,0,
Cougar CMX1200V3,ATX,80+ Bronze,1200 W,Semi,0,
Cougar CMX550V3,ATX,80+ Bronze,550 W,Semi,0,
Cougar CMX700V3,ATX,80+ Bronze,700 W,Semi,0,
Cougar CMX850V3,ATX,80+ Bronze,850 W,Semi,0,
Cougar COUGAR-1000CMX,ATX,80+ Bronze,1000 W,No,4,
Cougar COUGAR-700CMX,ATX,80+ Bronze,700 W,No,1,
Cougar CougarA500,ATX,80+ Bronze,500 W,No,3,
Cougar COUGAR-A560,ATX,80+ Bronze,560 W,No,1,
Cougar COUGAR-A760,ATX,80+ Bronze,760 W,No,1,
Cougar COUGAR-GX1050,ATX,80+ Gold,1050 W,Semi,1,
Cougar COUGAR-GX700,ATX,80+ Gold,700 W,Full,0,
Cougar COUGAR-PX700,ATX,80+ Bronze,700 W,No,0,
Cougar COUGAR-RS450,ATX,80+,450 W,No,0,
Cougar COUGAR-RS650,ATX,80+,650 W,No,0,
Cougar COUGAR-SX700,ATX,80+ Silver,700 W,No,0,
Cougar COUGAR-SX850,ATX,80+ Silver,850 W,Full,0,
Cougar DX500,ATX,80+,500 W,No,0,
Cougar DX600,ATX,80+,600 W,No,0,
Cougar GEX,ATX,80+ Gold,750 W,Full,1,
Cougar GEX,ATX,80+ Gold,650 W,Full,0,
Cougar GEX X2,ATX,80+ Gold,1000 W,Full,0,
Cougar GEX X2,ATX,80+ Gold,850 W,Full,1,
Cougar GX,ATX,80+ Gold,800 W,Full,0,
Cougar GX V3,ATX,80+ Gold,800 W,Semi,0,
Cougar GX-F,ATX,80+ Gold,750 W,Full,0,
Cougar GX-S,ATX,80+ Gold,650 W,No,0,
Cougar GX-S,ATX,80+ Gold,550 W,No,1,
Cougar GX-S,ATX,80+ Gold,750 W,No,2,
Cougar LX500,ATX,80+ Bronze,500 W,Full,1,
Cougar POLAR,ATX,80+ Platinum,1050 W,Full,0,
Cougar POLAR X2,ATX,80+ Platinum,1200 W,Full,0,
Cougar POWERX,ATX,80+ Bronze,700 W,No,0,
Cougar RSB400,ATX,80+,400 W,No,0,
Cougar RX500,ATX,80+,500 W,No,0,
Cougar RX600,ATX,80+,600 W,No,1,
Cougar SL400,ATX,,400 W,No,0,
Cougar SL500,ATX,,500 W,No,1,
Cougar SL600,ATX,,600 W,No,2,
Cougar STX,ATX,80+,650 W,No,0,
Cougar VTE,ATX,80+ Bronze,600 W,No,1,
Cougar VTE X2,ATX,80+,600 W,No,0,
Cougar VTX,ATX,80+ Bronze,500 W,No,1,
Cyonic AU-450X,ATX,80+ Gold,450 W,Full,0,
Cyonic AU-550X,ATX,80+ Gold,550 W,Full,0,
Cyonic AU-650X,ATX,80+ Gold,650 W,Full,0,
Deepcool DA500,ATX,80+ Bronze,500 W,No,0,
Deepcool DA600-M,ATX,80+ Bronze,600 W,Full,1,
Deepcool DA600N,ATX,80+ Bronze,600 W,No,0,
Deepcool DA700N,ATX,80+ Bronze,700 W,No,0,
Deepcool DN400,ATX,,400 W,No,1,
Deepcool DQ1000M-V3L,ATX,80+ Gold,1000 W,Full,0,
Deepcool DQ550ST,ATX,80+ Gold,550 W,No,1,
Deepcool DQ650-M-V2L,ATX,80+ Gold,650 W,Full,2,
Deepcool DQ650ST,ATX,80+ Gold,650 W,No,0,
Deepcool DQ750-M-V2L,ATX,80+ Gold,750 W,Full,11,
Deepcool DQ750-M-V2L,ATX,80+ Gold,750 W,Full,0,
Deepcool DQ750M-V3L,ATX,80+ Gold,750 W,Full,0,
Deepcool DQ750ST,ATX,80+ Gold,750 W,No,2,
Deepcool DQ850M-V3L,ATX,80+ Gold,850 W,Full,1,
Deepcool DQ-M-V2L,ATX,80+ Gold,850 W,Full,1,
Deepcool GamerStorm DQ-M,ATX,80+ Gold,750 W,Full,1,
Deepcool GamerStorm DQ-M,ATX,80+ Gold,650 W,Full,2,
Deepcool GamerStorm DQ-M,ATX,80+ Gold,850 W,Full,0,
Deepcool GamerStorm PN1000M,ATX,80+ Gold,1000 W,Full,0,
Deepcool GamerStorm PQ1000G,ATX,80+ Gold,1000 W,Full,0,
Deepcool GamerStorm PQ1200G,ATX,80+ Gold,1200 W,Full,0,
Deepcool GamerStorm PQ650G,ATX,80+ Gold,650 W,Full,0,
Deepcool GamerStorm PQ750G,ATX,80+ Gold,750 W,Full,0,
Deepcool GamerStorm PQ850G,ATX,80+ Gold,850 W,Full,0,
Deepcool PF350 230V,ATX,80+,350 W,No,0,
Deepcool PF400 230V,ATX,80+,400 W,No,0,
Deepcool PF450 230V,ATX,80+,450 W,No,0,
Deepcool PF500 230V,ATX,80+,500 W,No,1,
Deepcool PF550 230V,ATX,80+,550 W,No,0,
Deepcool PF600 230V,ATX,80+,600 W,No,0,
Deepcool PF650 230V,ATX,80+,650 W,No,0,
Deepcool PF700 230V,ATX,80+,700 W,No,0,
Deepcool PF750 230V,ATX,80+,750 W,No,0,
Deepcool PK450D,ATX,80+ Bronze,450 W,No,0,
Deepcool PK500D,ATX,80+ Bronze,500 W,No,0,
Deepcool PK550D,ATX,80+ Bronze,550 W,No,0,
Deepcool PK600D,ATX,80+ Bronze,600 W,No,0,
Deepcool PK650D,ATX,80+ Bronze,650 W,No,3,
Deepcool PK700D,ATX,80+ Bronze,700 W,No,2,
Deepcool PK750D,ATX,80+ Bronze,750 W,No,1,
Deepcool PK800D,ATX,80+ Bronze,800 W,No,0,
Deepcool PL550D,ATX,80+ Bronze,550 W,No,0,
Deepcool PL650D,ATX,80+ Bronze,650 W,No,0,
Deepcool PL750D,ATX,80+ Bronze,750 W,No,3,
Deepcool PL800D,ATX,80+ Bronze,800 W,No,0,
Deepcool PM500D,ATX,80+ Gold,500 W,No,0,
Deepcool PM550D,ATX,80+ Gold,550 W,No,0,
Deepcool PM600D,ATX,80+ Gold,600 W,No,0,
Deepcool PM650D,ATX,80+ Gold,650 W,No,0,
Deepcool PM700D,ATX,80+ Gold,700 W,No,0,
Deepcool PM750D,ATX,80+ Gold,750 W,No,1,
Deepcool PM800D,ATX,80+ Gold,800 W,No,0,
Deepcool PM850D,ATX,80+ Gold,850 W,No,1,
Deepcool PN550D,ATX,80+ Gold,550 W,No,0,
Deepcool PN550D WH,ATX,80+ Gold,550 W,No,0,
Deepcool PN650D,ATX,80+ Gold,650 W,No,0,
Deepcool PN650D WH,ATX,80+ Gold,650 W,No,0,
Deepcool PN650M,ATX,80+ Gold,650 W,Full,1,
Deepcool PN650M WH,ATX,80+ Gold,650 W,Full,0,
Deepcool PN750D,ATX,80+ Gold,750 W,No,0,
Deepcool PN750D WH,ATX,80+ Gold,750 W,No,0,
Deepcool PN750M,ATX,80+ Gold,750 W,Full,0,
Deepcool PN750M WH,ATX,80+ Gold,750 W,Full,0,
Deepcool PN850D,ATX,80+ Gold,850 W,No,0,
Deepcool PN850D WH,ATX,80+ Gold,850 W,No,0,
Deepcool PN850M,ATX,80+ Gold,850 W,Full,1,
Deepcool PN850M WH,ATX,80+ Gold,850 W,Full,0,
Deepcool PQ1000M,ATX,80+ Gold,1000 W,Full,3,
Deepcool PQ650M,ATX,80+ Gold,650 W,Full,0,
Deepcool PQ750M,ATX,80+ Gold,750 W,Full,3,
Deepcool PQ850M,ATX,80+ Gold,850 W,Full,6,
Deepcool PX1000G,ATX,80+ Gold,1000 W,Full,4,
Deepcool PX1000G WH,ATX,80+ Gold,1000 W,Full,1,
Deepcool PX1000P,ATX,80+ Platinum,1000 W,Full,0,
Deepcool PX1200G,ATX,80+ Gold,1200 W,Full,0,
Deepcool PX1300P,ATX,80+ Platinum,1300 W,Full,0,
Deepcool PX850G,ATX,80+ Gold,850 W,Full,5,
Deepcool PX850G WH,ATX,80+ Gold,850 W,Full,0,
Diablotek PHD350,ATX,,350 W,No,3,
Diablotek PHD450,ATX,,450 W,No,0,
Diablotek PHD550,ATX,,550 W,No,0,
Diablotek PHD650,ATX,,650 W,No,0,
Diablotek PHD750,ATX,,750 W,No,1,
Diablotek PHD850,ATX,,850 W,No,0,
Diablotek PSDA300,ATX,,300 W,No,0,
Diablotek PSDA350,ATX,,350 W,No,0,
Diablotek PSDA400,ATX,,400 W,No,1,
Diablotek PSDA500,ATX,,500 W,No,3,
Diablotek PSDA600,ATX,,600 W,No,1,
Diablotek PSUL575,ATX,,575 W,No,0,
Diablotek PSUL675,ATX,,675 W,No,1,
Diablotek PSUL775,ATX,,775 W,No,0,
Dynapower EJ-750A80,ATX,80+ Bronze,750 W,Full,0,
Dynapower EP-45X.0562B,ATX,,450 W,No,0,
ENDORFY Supremo FM5,ATX,80+ Gold,750 W,Full,1,
ENDORFY Supremo FM5,ATX,80+ Gold,650 W,Full,0,
ENDORFY Supremo FM6,ATX,80+ Gold,850 W,Full,0,219.9
ENDORFY Vero L5,ATX,80+ Bronze,600 W,No,1,133.97
ENDORFY Vero L5,ATX,80+ Bronze,500 W,No,0,115.54
Enermax CYBERBRON,ATX,80+ Bronze,500 W,No,0,
Enermax CYBERBRON,ATX,80+ Bronze,600 W,No,1,
Enermax DIGIFANLESS,ATX,80+ Platinum,550 W,Full,0,
Enermax EES400AWT_II,ATX,80+,400 W,No,0,
Enermax EGX1250EWT,ATX,80+ Bronze,1250 W,Semi,0,
Enermax EGX850EWL,ATX,80+,850 W,Full,0,
Enermax ELT720AWT-ECO_II,ATX,80+,720 W,Full,0,
Enermax EMD625AWT,ATX,80+ Bronze,625 W,Full,0,
Enermax EMD625AWT_II,ATX,80+ Bronze,625 W,Full,0,
Enermax EMG700AWT,ATX,80+ Gold,700 W,Full,0,
Enermax EMG800EWT,ATX,80+ Gold,800 W,Full,0,
Enermax EMG900EWT,ATX,80+ Gold,900 W,Full,0,
Enermax ENM750AWT,ATX,80+ Bronze,750 W,Semi,1,
Enermax ENP350AST,ATX,,350 W,No,0,
Enermax ENP450AST,ATX,,450 W,No,1,
Enermax ENP500AWT,ATX,80+,500 W,No,2,
Enermax ENP550AWT,ATX,,550 W,No,1,
Enermax ENP550AWT B,ATX,80+ Bronze,550 W,No,0,
Enermax ENP600AWT,ATX,80+,600 W,No,0,
Enermax ENP650AWT B,ATX,80+ Bronze,650 W,No,1,
Enermax EPG500AWT,ATX,80+ Gold,500 W,No,0,
Enermax EPG600AWT,ATX,80+ Gold,600 W,No,0,
Enermax EPM1200EWT,ATX,80+ Platinum,1200 W,Full,0,
Enermax EPM600AWT,ATX,80+ Platinum,600 W,Semi,1,
Enermax EPM750AWT,ATX,80+ Platinum,750 W,Semi,0,
Enermax EPM850EWT,ATX,80+ Platinum,850 W,Semi,0,
Enermax EPR525AWT_II,ATX,80+ Bronze,525 W,No,1,
Enermax ERV1000EWT-G,ATX,80+ Gold,1000 W,Semi,0,
Enermax ERV1020EWT,ATX,80+ Silver,1020 W,Full,0,
Enermax ERV920EWT,ATX,80+ Silver,920 W,Full,0,
Enermax ETK500AWT,ATX,,500 W,No,1,
Enermax ETL450AWT-M,ATX,80+ Bronze,450 W,Semi,3,
Enermax ETL550AWT-M,ATX,80+ Bronze,550 W,Semi,3,
Enermax ETL650AWT-M,ATX,80+ Bronze,650 W,Semi,1,
Enermax MarbleBron,ATX,80+ Bronze,750 W,Semi,0,
Enermax MarbleBron RGB,ATX,80+ Bronze,850 W,Semi,0,
Enermax MAXPRO,ATX,80+,500 W,No,0,
Enermax MAXREVO,ATX,80+ Gold,1800 W,Full,0,
Enermax MAXREVO SLI,ATX,80+ Gold,1350 W,Full,0,
Enermax MaxTytan,ATX,80+ Titanium,1050 W,Full,0,
Enermax NAXN ADV.,ATX,80+ Bronze,650 W,Semi,2,
Enermax NAXN ADV.,ATX,80+ Bronze,550 W,No,0,
Enermax PlatiGemini,ATX,80+ Platinum,1200 W,Full,0,259.95
Enermax Platimax,ATX,80+ Platinum,1350 W,Full,0,
Enermax Platimax D.F.,ATX,80+ Platinum,600 W,Full,0,
Enermax RevoBron,ATX,80+ Bronze,500 W,Semi,1,
Enermax RevoBron,ATX,80+ Bronze,700 W,Semi,0,
Enermax RevoBron TGA,ATX,80+ Bronze,500 W,Semi,0,
Enermax REVOLUTION ATX 3.0,ATX,80+ Gold,1200 W,Full,0,
Enermax Revolution D.F.,ATX,80+ Gold,650 W,Full,11,
Enermax Revolution D.F.,ATX,80+ Gold,750 W,Full,3,
Enermax Revolution D.F.,ATX,80+ Gold,850 W,Full,10,
Enermax Revolution D.F. 12,ATX,80+ Gold,850 W,Full,2,
Enermax Revolution D.F. 12,ATX,80+ Gold,750 W,Full,1,
Enermax Revolution D.F. 12,ATX,80+ Gold,850 W,Full,3,
Enermax REVOLUTION D.F. 2,ATX,80+ Gold,1200 W,Full,1,
Enermax REVOLUTION D.F. 2,ATX,80+ Gold,850 W,Full,2,
Enermax REVOLUTION D.F. 2,ATX,80+ Gold,1050 W,Full,3,
Enermax Revolution D.F. X,ATX,80+ Gold,1650 W,Full,0,
Enermax Revolution D.F. X,ATX,80+ Gold,1050 W,Full,1,
Enermax Revolution D.F. X,ATX,80+ Gold,850 W,Full,2,
Enermax REVOLUTION DUO,ATX,80+ Gold,700 W,No,0,
Enermax REVOLUTION III,ATX,80+ Gold,850 W,Full,0,99.99
Enermax REVOLUTION SFX,SFX,80+ Gold,650 W,Full,0,
Enermax REVOLUTION X't,ATX,80+ Gold,630 W,Semi,0,
Enermax REVOLUTION X't,ATX,80+ Gold,730 W,Semi,2,
Enermax REVOLUTION X't,ATX,80+ Gold,430 W,Semi,3,
Enermax REVOLUTION X't II,ATX,80+ Gold,550 W,Semi,0,
Enermax REVOLUTION87+,ATX,80+ Gold,550 W,Semi,0,
Enermax TRIATHLOR,ATX,80+ Bronze,550 W,Semi,1,
Enermax TRIATHLOR,ATX,80+ Bronze,650 W,Semi,0,
Enermax TRIATHLOR ECO,ATX,80+ Bronze,1000 W,Semi,1,
Enermax TRIATHLOR ECO,ATX,80+ Bronze,800 W,Semi,0,
Enhance ENP-7660,Flex ATX,80+ Platinum,600 W,No,4,
E-Power EP-1200P10-T2,ATX,80+,1200 W,Semi,0,
E-Power EP-500LS-1,ATX,,500 W,No,0,
E-Power EP-500NE-XV,ATX,,500 W,No,1,
E-Power EP-550P5-T1,ATX,,550 W,Full,0,
E-Power EP-600NE-XV,ATX,,600 W,No,0,
EVGA 1000 GQ,ATX,80+ Gold,1000 W,Semi,12,
EVGA 400 N1,ATX,,400 W,No,33,
EVGA 430 W1,ATX,80+,430 W,No,106,
EVGA 450 B1,ATX,80+ Bronze,450 W,No,37,
EVGA 450 B3,ATX,80+ Bronze,450 W,Full,22,
EVGA 450 BR,ATX,80+ Bronze,450 W,No,51,139.99
EVGA 450 BT,ATX,80+ Bronze,450 W,No,45,
EVGA 450 BV,ATX,80+ Bronze,450 W,No,12,
EVGA 450 GD,ATX,80+ Gold,450 W,No,0,
EVGA 450 W3,ATX,80+,450 W,No,11,
EVGA 460 BP,ATX,80+ Bronze,460 W,No,0,
EVGA 500 B1,ATX,80+ Bronze,500 W,No,180,
EVGA 500 BA,ATX,80+ Bronze,500 W,No,4,
EVGA 500 BQ,ATX,80+ Bronze,500 W,Semi,100,
EVGA 500 BR,ATX,80+ Bronze,500 W,No,75,
EVGA 500 BT,ATX,80+ Bronze,500 W,No,0,
EVGA 500 GD,ATX,80+ Gold,500 W,No,12,
EVGA 500 W1,ATX,80+,500 W,No,182,
EVGA 510 BP,ATX,80+ Bronze,510 W,No,0,
EVGA 550 B3,ATX,80+ Bronze,550 W,Full,12,
EVGA 550 B5,ATX,80+ Bronze,550 W,Full,17,
EVGA 550 BP,ATX,80+ Bronze,550 W,No,1,
EVGA 550 GD,ATX,80+ Gold,550 W,No,0,
EVGA 600 B1,ATX,80+ Bronze,600 W,No,151,
EVGA 600 BA,ATX,80+ Bronze,600 W,No,7,
EVGA 600 BQ,ATX,80+ Bronze,600 W,Semi,130,
EVGA 600 BR,ATX,80+ Bronze,600 W,No,37,
EVGA 600 GD,ATX,80+ Gold,600 W,No,13,
EVGA 600 GQ,ATX,80+ Gold,600 W,Semi,0,
EVGA 600 W1,ATX,80+,600 W,No,47,
EVGA 610 BP,ATX,80+ Bronze,610 W,No,0,
EVGA 650 B3,ATX,80+ Bronze,650 W,Full,14,
EVGA 650 B5,ATX,80+ Bronze,650 W,Full,19,
EVGA 650 BQ,ATX,80+ Bronze,650 W,Semi,52,
EVGA 650 GD,ATX,80+ Gold,650 W,No,0,
EVGA 650 GQ,ATX,80+ Gold,650 W,Semi,107,
EVGA 650 N1,ATX,,650 W,No,5,
EVGA 650BP,ATX,80+ Bronze,650 W,No,3,
EVGA 700 B1,ATX,80+ Bronze,700 W,No,11,
EVGA 700 BQ,ATX,80+ Bronze,700 W,Semi,0,
EVGA 700 BR,ATX,80+ Bronze,700 W,No,23,
EVGA 700 GD,ATX,80+ Gold,700 W,No,17,149.99
EVGA 700 GQ,ATX,80+ Gold,700 W,Semi,0,
EVGA 710 BP,ATX,80+ Bronze,710 W,No,0,126.47
EVGA 750 B3,ATX,80+ Bronze,750 W,Full,3,
EVGA 750 B3,ATX,80+ Bronze,850 W,Full,6,
EVGA 750 B5,ATX,80+ Bronze,750 W,Full,12,
EVGA 750 BP,ATX,80+ Bronze,750 W,No,0,
EVGA 750 BQ,ATX,80+ Bronze,750 W,Semi,49,
EVGA 750 GQ,ATX,80+ Gold,750 W,Semi,62,159.99
EVGA 750 N1,ATX,,750 W,No,7,90.72
EVGA 850 B5,ATX,80+ Bronze,850 W,Full,7,
EVGA 850 BQ,ATX,80+ Bronze,850 W,Semi,23,
EVGA 850 GQ,ATX,80+ Gold,850 W,Semi,24,
EVGA Classified SR-2,ATX,80+ Silver,1200 W,Full,0,
EVGA GE,ATX,80+ Gold,800 W,No,2,
EVGA GE,ATX,80+ Gold,500 W,No,1,
EVGA N1,ATX,,550 W,No,13,
EVGA SuperNOVA 1000 G+,ATX,80+ Gold,1000 W,Full,18,349
EVGA SuperNOVA 1000 G1,ATX,80+ Gold,1000 W,Full,12,
EVGA SuperNOVA 1000 G2,ATX,80+ Gold,1000 W,Full,44,
EVGA SuperNOVA 1000 G3,ATX,80+ Gold,1000 W,Full,26,399.99
EVGA SuperNOVA 1000 G5,ATX,80+ Gold,1000 W,Full,5,
EVGA SuperNOVA 1000 G6,ATX,80+ Gold,1000 W,Full,12,
EVGA SuperNOVA 1000 G7,ATX,80+ Gold,1000 W,Full,2,
EVGA SuperNOVA 1000 GT,ATX,80+ Gold,1000 W,Full,23,
EVGA SuperNOVA 1000 P2,ATX,80+ Platinum,1000 W,Full,47,
EVGA SuperNOVA 1000 P3,ATX,80+ Platinum,1000 W,Full,2,
EVGA SuperNOVA 1000 P5,ATX,80+ Platinum,1000 W,Full,1,
EVGA SuperNOVA 1000 P6,ATX,80+ Platinum,1000 W,Full,6,
EVGA SuperNOVA 1000 PQ,ATX,80+ Platinum,1000 W,Semi,0,
EVGA SuperNOVA 1000 PS,ATX,80+ Platinum,1000 W,Full,7,
EVGA SuperNOVA 1000 T2,ATX,80+ Titanium,1000 W,Full,10,
EVGA SuperNOVA 1000G XC,ATX,80+ Gold,1000 W,Full,0,
EVGA SuperNOVA 1050 GS,ATX,80+ Gold,1050 W,Full,5,
EVGA SuperNOVA 1200 P2,ATX,80+ Platinum,1200 W,Full,15,408.99
EVGA SuperNOVA 1200 P3,ATX,80+ Platinum,1200 W,Full,1,
EVGA SuperNOVA 1300 G+,ATX,80+ Gold,1300 W,Full,6,304.99
EVGA SuperNOVA 1300 G2,ATX,80+ Gold,1300 W,Full,46,
EVGA SuperNOVA 1300 GT,ATX,80+ Gold,1300 W,Full,5,
EVGA SuperNOVA 1300 P+,ATX,80+ Platinum,1300 W,Full,0,
EVGA SuperNOVA 1600 G+,ATX,80+ Gold,1600 W,Full,2,
EVGA SuperNOVA 1600 G2,ATX,80+ Gold,1600 W,Full,5,
EVGA SuperNOVA 1600 P+,ATX,80+ Platinum,1600 W,Full,3,
EVGA SuperNOVA 1600 P2,ATX,80+ Platinum,1600 W,Full,5,489.99
EVGA SuperNOVA 1600 T2,ATX,80+ Titanium,1600 W,Full,1,688
EVGA SuperNOVA 450 GM,SFX,80+ Gold,450 W,Full,8,
EVGA SuperNOVA 550 G2,ATX,80+ Gold,550 W,Full,111,
EVGA SuperNOVA 550 G3,ATX,80+ Gold,550 W,Full,101,
EVGA SuperNOVA 550 GA,ATX,80+ Gold,550 W,Full,17,
EVGA SuperNOVA 550 GM,SFX,80+ Gold,550 W,Full,17,
EVGA SuperNOVA 550 GS,ATX,80+ Gold,550 W,Full,46,
EVGA SuperNOVA 550 GT,ATX,80+ Gold,550 W,Full,0,
EVGA SuperNOVA 650 G+,ATX,80+ Gold,650 W,Full,32,
EVGA SuperNOVA 650 G1,ATX,80+ Gold,650 W,Full,235,
EVGA SuperNOVA 650 G2,ATX,80+ Gold,650 W,Full,157,
EVGA SuperNOVA 650 G3,ATX,80+ Gold,650 W,Full,146,
EVGA SuperNOVA 650 G5,ATX,80+ Gold,650 W,Full,26,
EVGA SuperNOVA 650 G6,ATX,80+ Gold,650 W,Full,3,
EVGA SuperNOVA 650 G7,ATX,80+ Gold,650 W,Full,0,
EVGA SuperNOVA 650 GA,ATX,80+ Gold,650 W,Full,45,
EVGA SuperNOVA 650 GM,SFX,80+ Gold,650 W,Full,35,
EVGA SuperNOVA 650 GS,ATX,80+ Gold,650 W,Full,34,
EVGA SuperNOVA 650 GT,ATX,80+ Gold,650 W,Full,16,
EVGA SuperNOVA 650 P2,ATX,80+ Platinum,650 W,Full,34,
EVGA SuperNOVA 650 P5,ATX,80+ Platinum,650 W,Full,1,399.99
EVGA SuperNOVA 650 P6,ATX,80+ Platinum,650 W,Full,1,
EVGA SuperNOVA 750 B2,ATX,80+ Bronze,750 W,Semi,50,
EVGA SuperNOVA 750 G+,ATX,80+ Gold,750 W,Full,25,
EVGA SuperNOVA 750 G1,ATX,80+ Gold,750 W,Full,65,
EVGA SuperNOVA 750 G2,ATX,80+ Gold,750 W,Full,310,
EVGA SuperNOVA 750 G3,ATX,80+ Gold,750 W,Full,191,
EVGA SuperNOVA 750 G5,ATX,80+ Gold,750 W,Full,21,
EVGA SuperNOVA 750 G6,ATX,80+ Gold,750 W,Full,9,
